original_name,company_name
SHANDONG HUANENG POWER DEV LTD,shandong huaneng power dev
SILVERADO FOODS INC,silverado foods
TRIGEN ENERGY CORP,trigen energy
WEEKS CORP,weeks
ADTRAN INC,adtran
AMERICAS GROWTH FUND INC,americas growth
VIEW MASTER INTL GROUP INC,view master intl
VIEW MASTER IDEAL GROUP INC,view master ideal
AMERILINK CORP,amerilink
ANALYTICAL NURSING MANAGEMENT CP,analytical nursing management cp
AMEDISYS INC,amedisys
MEDIA ARTS GROUP INC,media arts
ACCUSTAFF INC,accustaff
MODIS PROFESSIONAL SERVICES INC,modis professional services
BARBERS HAIRSTYLING FOR MEN INC,barbers hairstyling for men
BEDFORD BANCSHARES INC,bedford bancshares
BALLYS GRAND INC,ballys grand
CITATION CORP ALABAMA,citation alabama
TARGET TECHNOLOGIES INC NY,target technologies ny
CHINDEX INTL INC,chindex intl
CONCORD HEALTH GROUP INC,concord health
VIGILANCE SYSTEMS CORP,vigilance systems
COMET SOFTWARE INTL LTD,comet software intl
COMMERCE BANK HARRISBURG PA,commerce bank harrisburg pa
PENNSYLVANIA COMMERCE BANCORP IN,pennsylvania commerce bancorp in
METRO BANCORP INC,metro bancorp
CARLYLE GOLF INC,carlyle golf
CONCEPT TECHNOLOGIES GROUP INC,concept technologies
TRANS GLOBAL SERVICES INC,trans global services
ENVIROMETRICS INC,envirometrics
FIBERSTARS INC,fiberstars
ENERGY FOCUS INC,energy focus
VIKING FREIGHT SYSTEMS INC,viking freight systems
VIKING FREIGHT INC,viking freight
FIRST DYNASTY MINES LTD,first dynasty mines
FIRST FEDERAL SAVINGS BANK IOWA,first federal savings bank iowa
NORTH CENTRAL BANCSHARES INC,north central bancshares
FINANCIAL BANCORP INC NEW,financial bancorp new
FIRST VICTORIA NATL BK TEX NEW,first victoria natl bk tex new
GLOBAL MARKET INFORMATION INC,global market information
TRACK DATA CORP,track data
HARBOR FEDERAL BANCORP INC,harbor federal bancorp
VIKING INDUSTRIES INC,viking industries
INTERNATIONAL FIBERCOM INC,international fibercom
INPHYNET MEDICAL MGMT INC,inphynet medical mgmt
IRATA INC,irata
JEFFERSON BANCORP INC LA,jefferson bancorp la
LORONIX INFORMATION SYSTEMS INC,loronix information systems
MILLER INDUSTRIES INC TENN,miller industries tenn
MISSISSIPPI CHEMICAL CORP,mississippi chemical
MOVIE GALLERY INC,movie gallery
MARKER INTERNATIONAL,marker international
NAPRO BIOTHERAPEUTICS INC,napro biotherapeutics
TAPESTRY PHARMACEUTICALS INC,tapestry pharmaceuticals
OTTAWA FINANCIAL CORP,ottawa financial
PRIME MANAGEMENT GROUP INC,prime management
PATRIOT NATIONAL BANK CONN,patriot national bank conn
PATRIOT NATIONAL BANCORP INC,patriot national bancorp
PRIME RESIDENTIAL INC,prime residential
AMBASSADOR APARTMENTS INC,ambassador apartments
POLISH TELEPHONES & MICROWAVE CO,polish telephones microwave
TELSCAPE INTERNATIONAL INC,telscape international
STANDARD FUNDING CORP,standard funding
SIRENA APPAREL GROUP INC,sirena apparel
SELECT MEDIA COMMUNICATIONS INC,select media communications
SPECTRIAN CORP,spectrian
SYSTEMSOFT CORP,systemsoft
TEAM RENT GROUP INC,team rent
TEAM RENTAL GROUP INC,team rental
BUDGET GROUP INC,budget
VIDEO TO GO CORP,video to go
TRANSMEDIA EUROPE INC,transmedia europe
TRUCK COMPONENTS INC,truck components
TOWER AUTOMOTIVE INC,tower automotive
UNIMARK GROUP INC,unimark
FUTUREBIOTICS INC,futurebiotics
WAVE TECHNOLOGIES INTL INC,wave technologies intl
WEBSTER CITY FED SVGS BANK IOWA,webster city fed svgs bank iowa
WEBSTER CITY FED BANCORP IOWA,webster city fed bancorp iowa
VILLAGE SUPER MARKET INC,village super market
WAVE SYSTEMS CORP,wave systems
BANCO WIESE LIMITADO,banco wiese limitado
CABLETEL COMMUNICATIONS CORP,cabletel communications
CZECH REPUBLIC FUND INC,czech republic
CENTRAL EUROPEAN VALUE FUND INC,central european value
CORNERSTONE STRATEGIC RET FD INC,cornerstone strategic ret fd
NIPPON TELEGRAPH & TELPHONE CORP,nippon telegraph telphone
RELIANCE STEEL & ALUMINUM CO,reliance steel aluminum
STERILE CONCEPTS HOLDINGS INC,sterile concepts
TEMPLETON DRAGON FUND INC,templeton dragon
TEMPLETON VIETNAM OPPTNYS FD INC,templeton vietnam opptnys fd
ZEIGLER COAL HOLDING CO,zeigler coal
VINDALE CORP,vindale
VIPONT CHEMICAL CO,vipont chemical
VIPONT LABORATORIES INC,vipont laboratories
VIPONT PHARMACEUTICAL INC,vipont pharmaceutical
VIRAGEN INC,viragen
DAWSON GEOPHYSICAL CO NEW,dawson geophysical new
AFFILIATED COMPUTER SVCS INC,affiliated computer svcs
AFFILIATED COMPUTER SERVICES INC,affiliated computer services
ADFLEX SOLUTIONS INC,adflex solutions
PROTECTION ONE INC,protection one
AQUAGENIX INC,aquagenix
ARAN ENERGY PLC,aran energy
ARIAD PHARMACEUTICALS INC,ariad pharmaceuticals
AASCHE TRANSPORTATION SVCS INC,aasche transportation svcs
ASCHE TRANSPORTATION SVCS INC,asche transportation svcs
BENSON FINANCIAL CORP,benson financial
BABY SUPERSTORE INC,baby superstore
CARNEGIE BANCORP,carnegie bancorp
SIRIUS SATELLITE RADIO INC,sirius satellite radio
CORPORATE EXPRESS INC,corporate express
CALLON PETROLEUM CO DEL,callon petroleum del
DARLING INTERNATIONAL INC,darling international
DARLING INGREDIENTS INC,darling ingredients
VIRATEK INC,viratek
ERNST HOME CENTER INC,ernst home center
FIRST MERCHANTS ACCEPTANCE CORP,first merchants acceptance
FEATHERLITE MANUFACTURING INC,featherlite manufacturing
FEATHERLITE INC,featherlite
GIANT CEMENT HOLDING INC,giant cement
INCONTROL INC,incontrol
LABORATORY SPECIALISTS AMER INC,laboratory specialists amer
VIRGINIA BEACH FED SVGS & LN ASS,virginia beach fed svgs ln ass
VIRGINIA BEACH FEDERAL SVG BANK,virginia beach federal svg bank
VIRGINIA BEACH FEDERAL FINL CORP,virginia beach federal finl
FIRST COASTAL BANKSHARES INC,first coastal bankshares
LAFAYETTE INDUSTRIES INC,lafayette industries
MACHEEZMO MOUSE RESTAURANTS INC,macheezmo mouse restaurants
CINEMA RIDE INC,cinema ride
TIX CORP,tix
MOUNTBATTEN INC,mountbatten
METROLOGIC INSTRUMENTS INC,metrologic instruments
MATTSON TECHNOLOGY INC,mattson technology
VIRGINIA CHEMICALS INC,virginia chemicals
INTERNATIONAL NURSING SVCS INC,international nursing svcs
MEDIX RESOURCES INC,medix resources
RAMP CORP,ramp
ONCORMED INC,oncormed
MAHASKA INVESTMENT CO,mahaska investment
MIDWESTONE FINANCIAL GROUP INC,midwestone financial
PROFESSIONAL SPORTS CARE MGMT IN,professional sports care mgmt in
TIVOLI INDUSTRIES INC,tivoli industries
VIRGINIA FIRST SVGS&LN PETERSB,virginia first svgsln petersb
VIRGINIA FIRST FINANCIAL CORP,virginia first financial
WELCOME HOME INC,welcome home
WILLAMETTE VALLEY VINYDS INC,willamette valley vinyds
AMERICAN PHARMACEUTICAL CO,american pharmaceutical
ASPEN TECHNOLOGY INC,aspen technology
BELMONT BANCORP,belmont bancorp
BRIDGEVILLE FINANCIAL CORP,bridgeville financial
BRIDGEVILLE SAVINGS BK FSB PA,bridgeville savings bk fsb pa
CARVER FEDERAL SAVINGS BANK NY,carver federal savings bank ny
CARVER BANCORP INC,carver bancorp
VIRGINIA INTERNATIONAL CO,virginia international
CENTRAL EUROPEAN MEDIA ENT LTD,central european media ent
CLEARNET COMMUNICATIONS INC,clearnet communications
COMMUNITY SAVINGS BNKSHRS INC,community savings bnkshrs
COMMUNITY SAVINGS BNKSHRS INC DE,community savings bnkshrs de
COMMUNITY MEDICAL TRANSPORT INC,community medical transport
CORPORATE RENAISSANCE GROUP INC,corporate renaissance
CENTRAL TRACTOR FARM & CNTRY INC,central tractor farm cntry
CORVITA CORP,corvita
COVENANT TRANSPORT INC,covenant transport
COVENANT TRANSPORTATION GRP INC,covenant transportation grp
COVENANT LOGISTICS GROUP INC,covenant logistics
DATA SYSTEMS NETWORK CORP,data systems network
DUCKWALL ALCO STORES INC NEW,duckwall alco stores new
ALCO STORES INC,alco stores
EQUITY CORPORATION INTL,equity intl
EQUITY CORP INTERNATIONAL,equity international
EDELBROCK CORP,edelbrock
ENTERPRISE FEDERAL BANCORP INC,enterprise federal bancorp
ENTERACTIVE INC,enteractive
CORNERSTONE INTERNET SOLUTNS CO,cornerstone internet solutns
EPIC DESIGN TECHNOLOGY INC,epic design technology
FIRST FED BNCSHS EAU CLAIRE INC,first fed bncshs eau claire
VIRGINIA REAL ESTATE INVT TR,virginia real estate invt tr
FLEMINGTON NATIONAL BK TR CO NJ,flemington national bk tr nj
HARVEST HOME FINANCIAL CORP,harvest home financial
SURE SHOT INTERNATIONAL INC,sure shot international
KNIGHT TRANSPORTATION INC,knight transportation
LIFE BANCORP INC,life bancorp
FIDELITY SOUTHERN CORP,fidelity southern
FIDELITY NATIONAL CORP GA,fidelity national ga
FIDELITY SOUTHERN CORP NEW,fidelity southern new
LASERGATE SYSTEMS INC,lasergate systems
MILTON FEDERAL FINANCIAL CORP,milton federal financial
MICRO LINEAR CORP,micro linear
MERIDIAN SPORTS INC,meridian sports
NATIONAL DIAGNOSTICS INC,national diagnostics
VISA EXPLORATION CORP,visa exploration
HARRIS COMPUTER SYSTEMS CORP,harris computer systems
CYBERGUARD CORP,cyberguard
NORTHWEST EQUITY CORP,northwest equity
ISOLYSER INC,isolyser
ORPHAN MEDICAL INC,orphan medical
ORTEL CORP,ortel
OWOSSO CORP,owosso
PIERCING PAGODA INC,piercing pagoda
PHOENIX SHANNON PLC,phoenix shannon
7TH LEVEL INC,th level
LEARN2 COM INC,learn com
SOLOMON PAGE GROUP LTD,solomon page
STRATASYS INC,stratasys
STROUDS INC,strouds
SUGEN INC,sugen
TOWER SEMICONDUCTOR LTD,tower semiconductor
TRANS ENERGY INC,trans energy
VIDEOVISION INC,videovision
VISION COMMUNICATIONS CORP,vision communications
VIDEO SENTRY CORP,video sentry
WAVEPHORE INC,wavephore
WESTBANK CORP,westbank
WESCAST INDUSTRIES INC,wescast industries
ALLIANCE ALL MARKET ADVTG FD INC,alliance all market advtg fd
AMERICAN FAMILY RESTAURANTS INC,american family restaurants
DENAMERICA CORP,denamerica
PHOENIX RESTAURANT GROUP INC,phoenix restaurant
VISIONTECH INC,visiontech
CASTECH ALUMINUM GROUP INC,castech aluminum
DUFF & PHELPS CREDIT RATING CO,duff phelps credit rating
VISTA FILMS CORP,vista films
VISTAR FILMS CORP,vistar films
VISTA ORGANIZATION LTD,vista organization
FIDELITY ADVISOR KOREA FUND INC,fidelity advisor korea
GABELLI GLOBAL MULTIMEDIA TR INC,gabelli global multimedia tr
GABELLI MULTIMEDIA TRUST INC,gabelli multimedia trust
GREENWICH STR CALIF MUNI FD INC,greenwich str calif muni fd
HUANENG POWER INTERNATIONAL INC,huaneng power international
KOREA ELECTRIC POWER CO,korea electric power
LEHMAN BROTHERS LAT AM GR FD INC,lehman brothers lat am gr fd
LATIN AMERICA GROWTH FUND INC,latin america growth
LATIN AMERICA SMALLER COS FD INC,latin america smaller cos fd
PHILIPPINE LONG DISTANCE TELE CO,philippine long distance tele
POHANG IRON & STEEL LTD,pohang iron steel
POSCO,posco
REALTY INCOME CORP,realty income
REED INTERNATIONAL PLC,reed international
REED ELSEVIER PLC,reed elsevier
RELX PLC,relx
SINTER METALS INC,sinter metals
SPORTS CLUB INC,sports club
ADMIN FONDOS PENSIONES PROVIDA,admin fondos pensiones provida
ASSISTED LIVING CONCEPTS INC,assisted living concepts
AVIVA PETROLEUM INC,aviva petroleum
BANCO SANTANDER CHILE,banco santander chile
CAPITAL ONE FINANCIAL CORP,capital one financial
CHASE BRASS INDUSTRIES INC,chase brass industries
CHASE INDUSTRIES INC,chase industries
CONVERSE INC DEL,converse del
ENRON GLOBAL PWR & PIPELINES LLC,enron global pwr pipelines llc
FALCON BUILDING PRODUCTS INC,falcon building products
MCKESSON CORP NEW,mckesson new
OFFICEMAX INC,officemax
SPORTS AUTHORITY INC,sports authority
STORAGE TRUST REALTY,storage trust realty
TEXAS BIOTECHNOLOGY CORP,texas biotechnology
ENCYSIVE PHARMACEUTICALS INC,encysive pharmaceuticals
TRANSPORTADORA DE GAS DEL SUR SA,transportadora de gas del sur
UNITED LEISURE CORP,united leisure
ANDYNE COMPUTING LTD,andyne computing
AFFINITY TELEPRODUCTIONS INC,affinity teleproductions
AFFINITY ENTERTAINMENT INC,affinity entertainment
ALABAMA NATIONAL BANCORP DEL,alabama national bancorp del
ALLIED DEVICES CORP,allied devices
CANNONDALE CORP,cannondale
VISUAL SCIENCES INC,visual sciences
BRIDGEPORT MACHINES INC,bridgeport machines
COHESANT TECHNOLOGIES INC,cohesant technologies
FAMILY GOLF CENTERS,family golf centers
FLORSHEIM SHOE CO NEW,florsheim shoe new
FLORSHEIM GROUP INC,florsheim
GORAN CAPITAL INC,goran capital
VITA PLUS IND INC,vita plus ind
HUDSON TECHNOLOGIES INC,hudson technologies
HEALTH FITNESS PHYSIC THERAPY IN,health fitness physic therapy in
HEALTH FITNESS CORP,health fitness
HASKEL INTERNATIONAL INC,haskel international
HUMPHREY HOSPITALITY TRUST INC,humphrey hospitality trust
SUPERTEL HOSPITALITY INC VA,supertel hospitality va
SUPERTEL HOSPITALITY INC MD,supertel hospitality md
CONDOR HOSPITALITY TRUST INC,condor hospitality trust
IONIC FUEL TECHNOLOGY INC,ionic fuel technology
INTERLOGIX INC,interlogix
VISUAL TECHNOLOGY,visual technology
NATIONAL GAMING CORP,national gaming
NATIONAL LODGING CORP,national lodging
CHARTWELL LEISURE INC,chartwell leisure
NEW ENGLAND COMMUNITY BNCP INC,new england community bncp
NORTHWEST SAVINGS BANK WARREN PA,northwest savings bank warren pa
NORTHWEST BANCORP INC PA,northwest bancorp pa
NORTHWEST BANCSHARES INC,northwest bancshares
ORBIT SEMICONDUCTOR INC,orbit semiconductor
PAXSON COMMUNICATIONS CORP,paxson communications
ION MEDIA NETWORKS INC,ion media networks
PINNACLE SYSTEMS INC,pinnacle systems
PHYSICIAN RELIANCE NETWORK INC,physician reliance network
PREMIER LASER SYSTEMS INC,premier laser systems
BRASSIE GOLF CORP,brassie golf
DIVOT GOLF CORP,divot golf
QUALITY SEMICONDUCTOR INC,quality semiconductor
ROYALE ENERGY INC,royale energy
VITALITY UNLIMITED,vitality unlimited
SAVINGS BANK OF FINGER LAKES NY,savings bank of finger lakes ny
FINGER LAKES FINANCIAL CORP,finger lakes financial
FINGER LAKES BANCORP INC,finger lakes bancorp
SHIVA CORP,shiva
SINGING MACHINE INC,singing machine
SENIOR TOUR PLAYERS DEV INC,senior tour players dev
DIGITAL RECORDERS INC,digital recorders
TRANSPORT CORP OF AMER INC,transport of amer
VITALMETRICS INC,vitalmetrics
AUTOFINANCE GROUP INC,autofinance
TELE MATIC CORP,tele matic
TELEWEST COMMUNICATIONS PLC,telewest communications
TELEWEST PLC,telewest
TELEWEST COMMUNICATIONS PLC NEW,telewest communications new
UNITECH INDUSTRIES INC,unitech industries
VEECO INSTRUMENTS INC DEL,veeco instruments del
VOXEL,voxel
YOUNG BROADCASTING INC,young broadcasting
AUSTRALIA & NEW ZEALAND BK GR LT,australia new zealand bk gr lt
BRITISH SKY BROADCASTING GR PLC,british sky broadcasting gr
CHAMPION HEALTHCARE CORP,champion healthcare
GRUPO ELEKTRA SA DE CV,grupo elektra de cv
GUIDANT CORP,guidant
INTEGRATED HEALTHCARE FACILS LP,integrated healthcare facils lp
PRICELLULAR CORP,pricellular
STMICROELECTRONICS NV,stmicroelectronics
TELECOM ARGENTINA STET FR TEL SA,telecom argentina stet fr tel
CHINA YUCHAI INTERNATIONAL LTD,china yuchai international
ASSOCIATED GROUP INC,associated
APPLIX INC,applix
APOLLO GROUP INC,apollo
APOLLO EDUCATION GROUP INC,apollo education
VITRAMON INC,vitramon
AREL COMMS & SOFTWARE LTD,arel comms software
AVERT INC,avert
APPLIED VOICE TECHNOLOGY INC,applied voice technology
AVT CORP,avt
CAPTARIS INC,captaris
BELDING HEMINWAY INC NEW,belding heminway new
CARLYLE INDUSTRIES INC,carlyle industries
BOLLE AMERICA INC,bolle america
AMERICAN BINGO & GAMING CORP,american bingo gaming
LITTLEFIELD CORP,littlefield
VIVIGEN INC,vivigen
CAMCO FINANCIAL CORP,camco financial
COVENANT BANCORP INC,covenant bancorp
CONCORDIA PAPER HOLDINGS LTD,concordia paper
DOVE AUDIO INC,dove audio
DOVE ENTERTAINMENT INC,dove entertainment
NEWSTAR MEDIA INC,newstar media
EMCARE HOLDINGS INC,emcare
FLORES & RUCKS INC,flores rucks
OCEAN ENERGY INC,ocean energy
VOGART CRAFTS CORP,vogart crafts
GILMAN & CIOCIA INC,gilman ciocia
GLOBAL TELECOM SOLUTIONS INC,global telecom solutions
TRANS WORLD GAMING CORP,trans world gaming
INDIANA COMMUNITY BANK SB,indiana community bank sb
LIN TELEVISION CORP,lin television
MICREL INC,micrel
MEDCATH INC,medcath
MITCHAM INDUSTRIES INC,mitcham industries
MIND TECHNOLOGY INC,mind technology
MICROTEC RESEARCH INC,microtec research
NORTHWEST BANK COMMERCE ORE,northwest bank commerce ore
NORTHERN BANK COMMERCE ORE,northern bank commerce ore
NETCOM ON LINE COMM SVCS INC,netcom on line comm svcs
NU TECH BIO MED INC,nu tech bio med
VOICEMAIL INTERNATIONAL INC,voicemail international
ORTHODONTIC CENTERS AMERICA INC,orthodontic centers america
STILLWATER MINING CO,stillwater mining
PHAMIS INC,phamis
PRICE ENTERPRISES INC,price enterprises
PRICE LEGACY CORP,price legacy
SAINT ANDREWS GOLF CORP,saint andrews golf
ALL AMERICAN SPORTPARK INC,all american sportpark
SPECIALTY TELECONSTRUCTORS INC,specialty teleconstructors
OMNIAMERICA INC,omniamerica
SECURITY DYNAMICS TECHS INC,security dynamics techs
SKYLANDS COMMUNITY BANK,skylands community bank
SKYLANDS FINANCIAL CORP,skylands financial
SULPHUR SPRINGS LN & BLDG ASSN,sulphur springs ln bldg assn
TELETOUCH COMMUNICATIONS INC,teletouch communications
CANTERBURY PARK HOLDING CORP,canterbury park
THERMO TECH TECHNOLOGIES INC,thermo tech technologies
UNIVERSAL STNLESS & ALY PRODS IN,universal stnless aly prods in
UNIVERSAL AUTOMOTIVE INDS INC,universal automotive inds
VIDEONICS INC,videonics
VISTA 2000 INC,vista
COX COMMUNICATIONS INC NEW,cox communications new
KNOGO NORTH AMERICA INC,knogo north america
VOLT INFORMATION SCIENCES INC,volt information sciences
THERMO ECOTEK CORP,thermo ecotek
TIMES MIRROR CO NEW,times mirror new
ARIEL CORP,ariel
ACCESS HEALTHNET INC,access healthnet
VOLUME SHOE CORP,volume shoe
CALIFORNIA PRO SPORTS INC,california pro sports
IMAGINON INC,imaginon
DIASYS CORP,diasys
DAISYTEK INTERNATIONAL CORP,daisytek international
EAST TEXAS FINANCIAL SVCS INC,east texas financial svcs
FIRST ALLIANCE BANCORP INC GA,first alliance bancorp ga
FIRST ALLIANCE PRMR BANCSHARES,first alliance prmr bancshares
FIRST ALLIANCE PREMIER BANC INC,first alliance premier banc
PREMIER BANCSHARES INC GA,premier bancshares ga
RENAISSANCE ENTERTAINMENT CORP,renaissance entertainment
FIRST KEYSTONE FINANCIAL INC,first keystone financial
BAYONNE BANCSHARES INC,bayonne bancshares
FIRSTSERVICE CORP,firstservice
COLLIERS INTERNATIONAL GROUP INC,colliers international
GREAT TRAIN STORE CO,great train store
GATEWAY BANCORP INC KY,gateway bancorp ky
INFOSAFE SYSTEMS INC,infosafe systems
INTERNET COMMERCE CORP,internet commerce
EASYLINK SERVICES INTL CORP,easylink services intl
INTERNATIONAL VERIFACT INC,international verifact
KIRLIN HOLDING CORP,kirlin
MID STATES PLC,mid states
NETWORK EXPRESS INC,network express
NEOPATH INC,neopath
VODAVI TECHNOLOGY CORP,vodavi technology
EXECUTONE INFORMATION SYS INC,executone information sys
ELOT INC,elot
INSIGHT ENTERPRISES INC,insight enterprises
OSTEX INTERNATIONAL INC,ostex international
RENTERS CHOICE INC,renters choice
UPBOUND GROUP INC,upbound
RESURGENCE PROPERTIES INC,resurgence properties
SCHMITT INDUSTRIES INC,schmitt industries
SCHMITT INDUSTRIES INC ORE,schmitt industries ore
AUSTINS STEAKS & SALOON INC,austins steaks saloon
WESTERN SIZZLIN CORP,western sizzlin
VORTEC CORP,vortec
SUNPHARM CORP,sunpharm
TIMELINE INC,timeline
TWIN CITY BANCORP INC,twin city bancorp
TYLAN GENERAL INC,tylan general
XENOVA GROUP PLC,xenova
JAMESWAY CORP NEW,jamesway new
NATIONAL LIFE FLA CORP,national life fla
VOYAGER GROUP INC,voyager
ACRODYNE HOLDINGS INC,acrodyne
ACRODYNE COMMUNICATIONS INC,acrodyne communications
HEADWAY CORPORATE RESOURCES INC,headway corporate resources
ANICOM INC,anicom
BROOKS AUTOMATION INC,brooks automation
AZENTA INC,azenta
COIN BILL VALIDATOR INC,coin bill validator
GLOBAL PAYMENT TECHNOLOGIES INC,global payment technologies
VUEBOTICS CORP,vuebotics
COMMUNITY INVESTORS BANCORP INC,community investors bancorp
CONCENTRA CORP,concentra
DUALSTAR TECHNOLOGIES CORP,dualstar technologies
GENERAL MAGIC INC,general magic
GLOBALSTAR TELECOM LTD,globalstar telecom
HOME BUILDING BANCORP INC,home building bancorp
ADVANCED VOICE TECHNOLOGIES INC,advanced voice technologies
INTERNATIONAL ASSETS HLDG CORP,international assets hldg
INTL FCSTONE INC,intl fcstone
STONEX GROUP INC,stonex
INFORMATION STORAGE DEVICES INC,information storage devices
INTEGRATED SILICON SOLUTION INC,integrated silicon solution
KELLEY OIL & GAS CORP,kelley oil gas
MONTEREY BAY BANCORP INC,monterey bay bancorp
MUTUAL BANCOMPANY INC,mutual bancompany
MEDPARTNERS INC,medpartners
MEDPARTNERS MULLIKIN INC,medpartners mullikin
MEDPARTNERS INC NEW,medpartners new
CAREMARK RX INC,caremark rx
NICKELODEON THEATER CO INC,nickelodeon theater
CINEMASTAR LUXURY THEATERS INC,cinemastar luxury theaters
OAK TECHNOLOGY INC,oak technology
AMPACE CORP,ampace
PERRY COUNTY FINANCIAL CORP,perry county financial
PLAY CO TOYS,play toys
PLAY CO TOYS & ENT CORP,play toys ent
PROTOSOURCE CORP,protosource
SIMS COMMUNICATIONS INC,sims communications
SPRINGFIELD INSTN FOR SVGS BK MA,springfield instn for svgs bk ma
SEMITOOL INC,semitool
SIRROM CAPITAL CORP,sirrom capital
STRATTEC SECURITY CORP,strattec security
INTIME SYSTEMS INTL INC,intime systems intl
TECHNICAL CHEMICALS & PRODS INC,technical chemicals prods
THRUSTMASTER INC,thrustmaster
CENTERSPAN COMMUNICATIONS CORP,centerspan communications
TRANSACTION SYS ARCHITECTS INC,transaction sys architects
ULTRADATA SYSTEMS INC,ultradata systems
BANK MONTREAL QUE,bank montreal que
AMERICAN STANDARD COS INC DEL,american standard cos del
ADAMS INTERNATIONAL METALS CORP,adams international metals
CONGOLEUM CORP NEW,congoleum new
INTELLIGENT CONTROLS INC,intelligent controls
SOLA INTERNATIONAL INC,sola international
SOUTHFIRST BANCSHARES INC,southfirst bancshares
SPEEDWAY MOTORSPORTS INC,speedway motorsports
TOY BIZ INC,toy biz
MARVEL ENTERPRISES INC,marvel enterprises
WD 40 CO,wd
CORNERSTONE BANK CONN,cornerstone bank conn
CORNERSTONE BANCORP INC,cornerstone bancorp
FIRST WEST VIRGINIA BANCORP INC,first west virginia bancorp
GABELLI CONVERTIBLE SEC FD INC,gabelli convertible sec fd
GABELLI CONV & INC SECS FUND INC,gabelli conv secs
HORIZON MENTAL HEALTH MGMT INC,horizon mental health mgmt
HORIZON HEALTH CORP NEW,horizon health new
LIBERTY FINANCIAL COS INC,liberty financial cos
WESTERN MTG INVS,western mtg invs
STORAGE COMPUTER CORP,storage computer
CARDINAL REALTY SERVICES INC,cardinal realty services
LEXFORD INC,lexford
HICKORY TECH CORP,hickory tech
ENVENTIS CORP,enventis
WABASH INTERNATIONAL CORP,wabash international
WACOAL CORP,wacoal
WADSWORTH PUBLISHING INC,wadsworth publishing
WAGS STORES,wags stores
WALBRO CORP,walbro
WALDBAUM INC,waldbaum
WALKER COLOR INC,walker color
WALKER INTERNATIONAL INDS INC,walker international inds
WALKER SCOTT CORP,walker scott
WALKER TELECOMMUNICATION CORP,walker telecommunication
AMERICAN COMMUNICATIONS SVCS INC,american communications svcs
ANNAPOLIS BANCSHARES INC,annapolis bancshares
AMTRUST CAPITAL CORP,amtrust capital
BANK WEST FINANCIAL CORP,bank west financial
COMMONWEALTH ALUMINUM CORP,commonwealth aluminum
COMMONWEALTH INDUSTRIES INC,commonwealth industries
CONTINENTAL CIRCUITS CORP,continental circuits
COLORADO CASINO RESORTS INC,colorado casino resorts
DIEHL GRAPHSOFT INC,diehl graphsoft
DOLLAR TREE STORES INC,dollar tree stores
DOLLAR TREE INC,dollar tree
DATASTREAM SYSTEMS INC,datastream systems
ELEXSYS INTERNATIONAL,elexsys international
EQUALNET HOLDING CORP,equalnet
EQUALNET COMMUNICATIONS CORP,equalnet communications
INTERACTIVE FLIGHT TECHS INC,interactive flight techs
GLOBAL TECHNOLOGIES LTD,global technologies
FORT HOWARD CORP NEW,fort howard new
GREATER DELAWARE VALLEY SVGS BK,greater delaware valley svgs bk
HOME BANCORP,home bancorp
NEOWARE SYSTEMS INC,neoware systems
NEOWARE INC,neoware
HOLMES PROTECTION GROUP INC,holmes protection
HALSTEAD ENERGY CORP,halstead energy
HORIZON BANCORP INC TEX,horizon bancorp tex
LIFERATE SYSTEMS INC,liferate systems
WARBERN PACKAGING INDS INC,warbern packaging inds
DYNAMIC WORLD DISTRIBUTORS INC,dynamic world distributors
LOTTOWORLD INC,lottoworld
MISSISSIPPI VIEW HOLDING CO,mississippi view
NATIONAL INSTRUMENTS CORP,national instruments
PERIPHONICS CORP,periphonics
PALMER WIRELESS INC,palmer wireless
REMEDY CORP,remedy
GREAT AMERICAN BACKRUB STORE INC,great american backrub store
RIVIANA FOODS INC DEL,riviana foods del
WARNER COMPUTER SYS INC,warner computer sys
WARNER INSURANCE SERVICES INC,warner insurance services
COVER ALL TECHNOLOGIES INC,cover all technologies
SOBIESKI BANCORP INC,sobieski bancorp
SEPRAGEN CORP,sepragen
SOFTWARE ARTISTRY INC,software artistry
TIVOLI SYSTEMS INC,tivoli systems
UNIROYAL CHEMICAL CORP,uniroyal chemical
WARNER ELECTRIC BRAKE & CLTCH CO,warner electric brake cltch
VIASOFT INC,viasoft
VIDEOTRON HOLDINGS PLC,videotron
AMERIGAS PARTNERS LP,amerigas partners lp
ASIA PULP & PAPER LTD,asia pulp paper
BOISE CASCADE OFFICE PRODS CORP,boise cascade office prods
FIRST NATIONAL BANKSHARES INC LA,first national bankshares la
KATZ MEDIA GROUP INC,katz media
WARNER NATIONAL CORP,warner national
STAGWELL INC,stagwell
NATIONAL BANCSHARES CORP TEX,national bancshares tex
OMNI MULTIMEDIA GROUP INC,omni multimedia
TECHE HOLDING CO,teche
ASIA PACIFIC RES INTL HLDGS LTD,asia pacific res intl hldgs
AEGIS CONSUMER FUNDING GP INC,aegis consumer funding gp
AG CHEM EQUIPMENT INC,chem equipment
AID AUTO STORES INC NEW,aid auto stores new
ANADIGICS INC,anadigics
AMERISOURCE HEALTH CORP,amerisource health
AMERISOURCEBERGEN CORP,amerisourcebergen
CENCORA INC,cencora
AVONDALE FINANCIAL CORP,avondale financial
BUCYRUS ERIE CO NEW,bucyrus erie new
BUCYRUS INTERNATIONAL INC,bucyrus international
