original_name,company_name
INTERNATIONAL HARVESTER CO,international harvester
NAVISTAR INTERNATIONAL CORP,navistar international
AMERICAN SVGS & LN ASSN WATERBRY,american svgs ln assn waterbry
AMERICAN BANK CONN WATERBURY,american bank conn waterbury
OXFORD LANE CAPITAL CORP,oxford lane capital
TIBET PHARMACEUTICALS INC,tibet pharmaceuticals
VELTI PLC,velti
VANGUARD STAR FUNDS,vanguard star funds
WOLVERINE BANCORP INC,wolverine bancorp
INTERNATIONAL MINERALS & CHEM CO,international minerals chem
IMCERA GROUP INC,imcera
MALLINCKRODT GROUP INC,mallinckrodt
MALLINCKRODT INC NEW,mallinckrodt new
AMERICAN ASSETS TRUST INC,american assets trust
AVENUE INCOME CREDIT STRATS FD,avenue income credit strats fd
ABERDEEN INCOME CREDIT STRATS FD,aberdeen income credit strats fd
ABRDN INCOME CREDIT STRATS FUND,abrdn income credit strats
BANKUNITED INC,bankunited
BLACKSTONE GSO LG SHT CR INC FD,blackstone gso lg sht cr fd
BLACKSTONE LG SHT CR INC FD,blackstone lg sht cr fd
DEMAND MEDIA INC,demand media
LEAF GROUP LTD,leaf
GABELLI NATURAL RES GLD & INC TR,gabelli natural res gld tr
GAMCO NATURAL RES GOLD & INC TR,gamco natural res gold tr
IBIO INC,ibio
MEDLEY CAPITAL CORP,medley capital
PHENIXFIN CORP,phenixfin
PAX WORLD FUNDS TRUST II,pax world funds trust ii
PROSHARES TRUST II,proshares trust ii
SPDR SERIES TRUST,spdr series trust
INTERNATIONAL MINING CORP NEW,international mining new
AMERICAN BANKERS INS GROUP INC,american bankers ins
NIELSEN HOLDINGS PLC,nielsen
APOLLO SENIOR FLTG RATE FUND INC,apollo senior fltg rate
CHINA CENTURY DRAGON MEDIA INC,china century dragon media
INTERNATIONAL NICKEL CO CDA LTD,international nickel cda
INCO LTD,inco
AMERICAN BANKERS LIFE ASSURN,american bankers life assurn
INTERNATIONAL RYS CENT AMER,international rys cent amer
AMERICAN BEEF PACKERS INC DE,american beef packers de
GREAT PANTHER SILVER LTD,great panther silver
GREAT PANTHER MINING LTD,great panther mining
IMPERIAL HOLDINGS INC,imperial
EMERGENT CAPITAL INC,emergent capital
KINDER MORGAN INC,kinder morgan
NEOPHOTONICS CORP,neophotonics
INTERNATIONAL SALT CO,international salt
SUMMIT HOTEL PROPERTIES INC,summit hotel properties
TEUCRIUM COMMODITY TRUST,teucrium commodity trust
WESTERN COPPER CORP,western copper
WESTERN COPPER & GOLD CORP,western copper gold
INTERNATIONAL TEL & TELEG CORP,international tel teleg
AMERICAN BIOMEDICAL CORP,american biomedical
ZUOAN FASHION LTD,zuoan fashion
ACELRX PHARMACEUTICALS INC,acelrx pharmaceuticals
TALPHERA INC,talphera
ENDOCYTE INC,endocyte
EPOCRATES INC,epocrates
FLUIDIGM CORP,fluidigm
STANDARD BIOTOOLS INC,standard biotools
GEVO INC,gevo
KIPS BAY MEDICAL INC,kips bay medical
MEDQUIST HOLDINGS INC,medquist
MMODAL INC,mmodal
POINTS INTERNATIONAL LTD,points international
POINTS COM INC,points com
PACIRA PHARMACEUTICALS INC,pacira pharmaceuticals
PACIRA BIOSCIENCES INC,pacira biosciences
SOLAR SENIOR CAPITAL LTD,solar senior capital
SWISHER HYGIENE INC,swisher hygiene
TRUNKBOW INTERNATIONAL HLDGS LTD,trunkbow international hldgs
AMERICAN BLOOD PRESSURE CENTER,american blood pressure center
APOLLO GLOBAL MANAGEMENT LLC,apollo global management llc
APOLLO GLOBAL MANAGEMENT INC,apollo global management
APOLLO GLOBAL MANAGEMENT INC NEW,apollo global management new
BACTERIN INTERNATIONAL HLDGS INC,bacterin international hldgs
XTANT MEDICAL HOLDINGS INC,xtant medical
BLACKROCK RESOUR & COMM STRAT TR,blackrock resour comm strat tr
AMERICAN CAPITOL INS CO,american capitol ins
ACAP CORP,acap
EXTORRE GOLD MINES LTD,extorre gold mines
FOCUSSHARES TRUST,focusshares trust
FUTUREFUEL CORP,futurefuel
AMERICAN CARRIERS INC,american carriers
HUNTINGTON INGALLS INDS INC,huntington ingalls inds
JEWEL TEA INC,jewel tea
JEWEL COMPANIES INC,jewel companies
AMERICAN CASINO ENTERPRISES,american casino enterprises
AMERICAN ENTERPRISES,american enterprises
AMERICAN VANTAGE COS,american vantage cos
MAGNACHIP SEMICONDUCTOR CORP,magnachip semiconductor
AMERICAN CELLULAR NETWORK CORP,american cellular network
QIHOO 360 TECHNOLOGY CO LTD,qihoo technology
VOYAGER OIL & GAS INC,voyager oil gas
EMERALD OIL INC,emerald oil
CORNERSTONE ONDEMAND INC,cornerstone ondemand
SERVICESOURCE INTERNATIONAL INC,servicesource international
AIR LEASE CORP,air lease
AMERICAN CELLULAR TELEPHONE CORP,american cellular telephone
ELLIE MAE INC,ellie mae
FIRST TR EXCH TRD ALPHADEX FD II,first tr exch trd alphadex fd ii
KANSAS CITY SOUTHERN RY CO,kansas city southern ry
KANSAS CITY SOUTHERN INDS INC,kansas city southern inds
KANSAS CITY SOUTHERN,kansas city southern
FIRST TR EXCH TRD ALPHADEX FD,first tr exch trd alphadex fd
ING EMERG MKTS HIGH DIV EQTY FD,ing emerg mkts high div eqty fd
VOYA EMERG MKTS HI INC DIV EQ FD,voya emerg mkts hi div eq fd
LONCOR RESOURCES INC,loncor resources
MEDGENICS INC,medgenics
AEVI GENOMIC MEDICINE INC,aevi genomic medicine
PREFERRED APARTMENT CMNTYS INC,preferred apartment cmntys
KAYSER ROTH CORP,kayser roth
AMERICAN CITY BK LOS ANGELES,american city bk los angeles
AMERICAN CLIPPER CORP,american clipper
STAG INDUSTRIAL INC,stag industrial
ANDEAVOR LOGISTICS LP,andeavor logistics lp
ARCOS DORADOS HOLDINGS INC,arcos dorados
GREAT COMMONWEALTH LF,great commonwealth lf
AMERICAN COMMONWEALTH FINL CORP,american commonwealth finl
BOX SHIPS INC,box ships
FRANKLIN FINANCIAL CORP VA,franklin financial va
NEXT INNOVATION CORP,next innovation
SUTTER ROCK CAPITAL CORP,sutter rock capital
SURO CAPITAL CORP,suro capital
RESPONSYS INC,responsys
MISSION NEWENERGY LTD,mission newenergy
PENNANTPARK FLOATING RT CAP LTD,pennantpark floating rt cap
AMERICAN SATELLITE & TELEVISION,american satellite television
AMERICAN COMMUNICATIONS & TELE,american communications tele
SAGENT PHARMACEUTICALS INC,sagent pharmaceuticals
STATE BANK FINANCIAL CORP,state bank financial
FIRSTHAND TECHNOLOGY VAL FD INC,firsthand technology val fd
TRANZYME INC,tranzyme
OCERA THERAPEUTICS INC,ocera therapeutics
21VIANET GROUP INC,vianet
VNET GROUP INC,vnet
ZIPCAR INC,zipcar
KENNECOTT COPPER CORP,kennecott copper
KENNECOTT CORP,kennecott
AMERICAN COMMUNITY SERVICES INC,american community services
AMERICAN CONTINENTAL HOMES INC,american continental homes
AMERICAN CONTINENTAL CORP,american continental
BROOKFIELD RESIDENTIAL PPTYS INC,brookfield residential pptys
ACTIVE NETWORK INC,active network
CHINA ZENIX AUTO INTL LTD,china zenix auto intl
AMERICAN CYTOLOGY SVCS CORP,american cytology svcs
AMERICAN CYTOGENETICS INC,american cytogenetics
NATIONAL DAIRY PRODS CORP,national dairy prods
KRAFTCO CORP,kraftco
KRAFT INC,kraft
AMERICAN DAVEY CORP,american davey
JOHN HANCOCK HEDGED EQ & INC FD,john hancock hedged eq fd
LINKEDIN CORP,linkedin
LONE PINE RESOURCES INC,lone pine resources
NETQIN MOBILE INC,netqin mobile
LINK MOTION INC,link motion
NEW MOUNTAIN FINANCE CORP,new mountain finance
NUVEEN SHORT DUR CR OPPTYS FD,nuveen short dur cr opptys fd
AMERICAN DIAGNOSTICS CORP,american diagnostics
PHOENIX NEW MEDIA LTD,phoenix new media
QUEST RARE MINERALS LTD,quest rare minerals
AMERICAN ECOLOGY CORP,american ecology
RENREN INC,renren
MOATABLE INC,moatable
REVETT MINERALS INC,revett minerals
REVETT MINING CO INC,revett mining
AMERICAN ELECTROMEDICS CORP,american electromedics
AMERICAN EMERGICENTER INC,american emergicenter
LACLEDE GAS CO,laclede gas
LACLEDE GROUP INC,laclede
SPIRE INC,spire
THERMON GROUP HOLDINGS INC,thermon
UNIVERSAL AMERICAN CORP NEW,universal american new
FREESCALE SEMICONDUCTOR LTD,freescale semiconductor
KOSMOS ENERGY LTD,kosmos energy
KOSMOS ENERGY LTD DE,kosmos energy de
AMPIO PHARMACEUTICALS INC,ampio pharmaceuticals
JIAYUAN COM INTERNATIONAL LTD,jiayuan com international
GLOBAL EAGLE ACQUISITION CORP,global eagle acquisition
GLOBAL EAGLE ENTERTAINMENT INC,global eagle entertainment
FRIENDFINDER NETWORKS INC,friendfinder networks
PRIME ACQUISITION CORP,prime acquisition
SPIRIT AIRLINES INC,spirit airlines
SOLAZYME INC,solazyme
TERRAVIA HOLDINGS INC,terravia
BOINGO WIRELESS INC,boingo wireless
LEE RUBBER & TIRE CORP,lee rubber tire
LEE NATIONAL CORP,lee national
AMERICAN EQUITY INVT TR,american equity invt tr
LEHIGH VALLEY RR CO,lehigh valley rr
AMERICAN EXPLORATION CO,american exploration
LEHN & FINK PRODS CORP,lehn fink prods
BANKRATE INC DE,bankrate de
LIGGETT & MYERS TOB CO,liggett myers tob
LIGGETT & MYERS INC,liggett myers
LIGGETT GROUP INC,liggett
AMERICAN FAMILY PIZZA INC,american family pizza
CLEARBRIDGE ENERGY MID OP FD INC,clearbridge energy mid op fd
COMSTOCK MINING INC,comstock mining
COMSTOCK INC,comstock
AMERICAN FED SVGS & LN ASSN CO,american fed svgs ln assn
AMFED FINANCIAL CORP,amfed financial
AMERICAN FIBER OPTICS CORP,american fiber optics
AMERICAN EDUCATIONAL TV NETWORK,american educational tv network
NEW YORK LIFE INVESTMENTS ETF TR,new york life investments tr
MARATHON PETROLEUM CORP,marathon petroleum
PANDORA MEDIA INC,pandora media
PRIMUS TELECOMMUNICATIONS GROUP,primus telecommunications
INNOVATE CORP,innovate
TAOMEE HOLDINGS LTD,taomee
VANGUARD HEALTH SYSTEMS INC,vanguard health systems
HOMEAWAY INC,homeaway
57TH STREET GENERAL ACQ CORP,th street general acq
CRUMBS BAKE SHOP INC,crumbs bake shop
FIRST CONNECTICUT BANCORP INC MD,first connecticut bancorp md
FIDUS INVESTMENT CORP,fidus investment
KIOR INC,kior
LONE STAR CEMENT CORP,lone star cement
LONE STAR INDUSTRIES INC,lone star industries
AMERICAN GENETICS INTL INC,american genetics intl
THERATECHNOLOGIES INC,theratechnologies
WI LAN INC,wi lan
QUARTERHILL INC,quarterhill
APOLLO RESIDENTIAL MORTGAGE INC,apollo residential mortgage
LORILLARD CORP,lorillard
AMERICAN SYN FUELS INC,american syn fuels
AMERICAN FUEL TECHNOLOGIES INC,american fuel technologies
PRECIDIAN ETFS TRUST,precidian etfs trust
SARATOGA RESOURCES INC,saratoga resources
SUNCOKE ENERGY INC,suncoke energy
SYNERGY RESOURCES CORP,synergy resources
TEAVANA HOLDINGS INC,teavana
WESCO AIRCRAFT HOLDINGS INC,wesco aircraft
LOUISVILLE & NASHVILLE RR CO,louisville nashville rr
AMERICAN EDUCATIONAL COMPUTER IN,american educational computer in
BIOLINERX LTD,biolinerx
CHEFS WAREHOUSE INC,chefs warehouse
DUNKIN BRANDS GROUP INC,dunkin brands
FRANCESCAS HOLDINGS CORP,francescas
HAWAIIAN TELCOM HOLDCO INC,hawaiian telcom holdco
AMERICAN FILTRONA CORP,american filtrona
HORIZON PHARMA INC,horizon pharma
HORIZON THERAPEUTICS PLC,horizon therapeutics
STATE INVESTORS BANCORP INC,state investors bancorp
SKULLCANDY INC,skullcandy
TANGOE INC,tangoe
AMERICAN FINANCIAL CORP OH,american financial oh
ZILLOW INC,zillow
INTEGRATED SURGICAL SYSTEMS INC,integrated surgical systems
ARENA GROUP HOLDINGS INC,arena
MINNESOTA ENTERPRISES INC,minnesota enterprises
MACK TRUCKS INC,mack trucks
AMERICAN FIRST CORP OKLA,american first okla
BROOKFIELD GLBL LIST INFR INC FD,brookfield glbl list infr fd
ISHARES INC,ishares
LAKE SHORE GOLD CORP,lake shore gold
PRIMERO MINING CORP,primero mining
SANDRIDGE PERMIAN TRUST,sandridge permian trust
AMBIENT CORP,ambient
CARBONITE INC,carbonite
CHINA GROWTH EQUITY INVEST LTD,china growth equity invest
PINGTAN MARINE ENTERPRISE LTD,pingtan marine enterprise
FORBES ENERGY SERVICES LTD,forbes energy services
BLUE WOLF MONGOLIA HOLDINGS CORP,blue wolf mongolia
AMERICAN CAPITAL MTG INVT CORP,american capital mtg invt
NAUTILUS MARINE ACQUISITION CORP,nautilus marine acquisition
PALMETTO BANCSHARES INC,palmetto bancshares
AMERICAN FLETCHER CORP,american fletcher
TUDOU HOLDINGS LTD,tudou
UNIVERSAL BUS PMT SOLNS ACQ CORP,universal bus pmt solns acq
JETPAY CORP,jetpay
FIRST TRUST ENERGY INFRASTR FUND,first trust energy infrastr
FLEXSHARES TRUST,flexshares trust
AMERICAN FOODS INC,american foods
FORTUNE BRANDS HOME & SECUR INC,fortune brands home secur
FORTUNE BRANDS INNOVATIONS INC,fortune brands innovations
FORTUNA SILVER MINES INC,fortuna silver mines
FORTUNA MINING CORP,fortuna mining
MADISON SQUARE GARDEN CORP,madison square garden
AMERICAN FOUNDATION LIFE INS CO,american foundation life ins
AMERICAN FOUNDERS LIFE INS CO,american founders life ins
FRANCO NEVADA CORP,franco nevada
AMERICAN REALTY CAPITAL PROP INC,american realty capital prop
VEREIT INC,vereit
AMERICAN FRONTIER EXPL INC,american frontier expl
FARMERS NATIONAL BANC CORP,farmers national banc
LIBERTY MEDIA CORP 2ND NEW,liberty media nd new
STARZ,starz
MANHATTAN SHIRT CO,manhattan shirt
MANHATTAN INDUSTRIES INC,manhattan industries
POAGE BANKSHARES INC,poage bankshares
STUDENT TRANSPORTATION INC,student transportation
CURRENCYSHARES CHIN RENMINBI TR,currencyshares chin renminbi tr
EXELIS INC,exelis
GENIE ENERGY LTD,genie energy
GUGGENHEIM EQUAL WT EN EQ INC FD,guggenheim equal wt en eq fd
TORTOISE PIPELINE & ENER FD INC,tortoise pipeline ener fd
XYLEM INC,xylem
BURCON NUTRASCIENCE CORP,burcon nutrascience
AMERICAN FURNITURE INC,american furniture
LUMOS NETWORKS CORP,lumos networks
UBIQUITI NETWORKS INC,ubiquiti networks
UBIQUITI INC,ubiquiti
OHIO OIL CO,ohio oil
MARATHON OIL CO,marathon oil
AMERICAN GOLD MINERALS CORP,american gold minerals
ZELTIQ AESTHETICS INC,zeltiq aesthetics
MARACAIBO OIL EXPL CORP,maracaibo oil expl
AMERICAN GREETINGS CORP,american greetings
MONTGOMERY WARD & CO,montgomery ward
MARCOR INC,marcor
AMERICAN GUARANTY FINANCIAL CORP,american guaranty financial
ENCORE GROUP,encore
BLACKROCK UTILITY & INFRASTR TR,blackrock utility infrastr tr
BLACKROCK UTIL INFRA & PWR OP TR,blackrock util infra pwr op tr
CHESAPEAKE GRANITE WASH TRUST,chesapeake granite wash trust
DIGITAL DOMAIN MEDIA GROUP INC,digital domain media
ENDURO ROYALTY TRUST,enduro royalty trust
PERMIANVILLE ROYAL TRUST,permianville royal trust
IMPERVA INC,imperva
INVENSENSE INC,invensense
MANNING & NAPIER INC,manning napier
MARRIOTT VACATIONS WORLDWIDE COR,marriott vacations worldwide cor
TIMMINS GOLD CORP,timmins gold
ALIO GOLD INC,alio gold
AMERICAN HELIOTHERMAL CORP,american heliothermal
MAY DEPARTMENT STORES CO,may department stores
AMERICAN HOME INDS CORP,american home inds
UNITED STATES CMDTY INDEX FDS TR,united states cmdty index fds tr
DELPHI AUTOMOTIVE PLC,delphi automotive
APTIV PLC,aptiv
APTIV PLC NEW,aptiv new
ACADIA HEALTHCARE CO INC,acadia healthcare
ANGIES LIST INC,angies list
CLOVIS ONCOLOGY INC,clovis oncology
GROUPON INC,groupon
INTERMOLECULAR INC,intermolecular
MATTRESS FIRM HOLDING CORP,mattress firm
NEWLINK GENETICS CORP,newlink genetics
LUMOS PHARMA INC,lumos pharma
NORTEK INC,nortek
RECOVERY ENERGY INC,recovery energy
LILIS ENERGY INC,lilis energy
ORCHARD SUPPLY HRDWRE STORES CP,orchard supply hrdwre stores cp
BONANZA CREEK ENERGY INC,bonanza creek energy
CIVITAS RESOURCES INC,civitas resources
MAYTAG CO,maytag
AMERICAN HOME PATIENT CTRS,american home patient ctrs
WESSEX CORP,wessex
DIVERSICARE CORP OF AMERICA,diversicare of america
ELEPHANT TALK COMMUNICATIONS COR,elephant talk communications cor
PARETEUM CORP,pareteum
CRESTWOOD MIDSTREAM PARTNERS LP,crestwood midstream partners lp
LAREDO PETROLEUM HOLDINGS INC,laredo petroleum
VITAL ENERGY INC,vital energy
AMERICAN HOME SHIELD CORP,american home shield
ROUSE PROPERTIES INC,rouse properties
MCINTYRE PORCUPINE MINES LTD,mcintyre porcupine mines
MCINTYRE MINES LTD,mcintyre mines
SANCHEZ ENERGY CORP,sanchez energy
TASMAN METALS LTD,tasman metals
MICHAEL KORS HOLDINGS LTD,michael kors
CAPRI HOLDINGS LTD,capri
METRO GOLDWYN MAYER INC,metro goldwyn mayer
AMERICAN INCOME LIFE INS CO,american income life ins
GAZIT GLOBE LTD,gazit globe
AMERICAN INDEMNITY FINL CORP,american indemnity finl
CORONADO BIOSCIENCES INC,coronado biosciences
FORTRESS BIOTECH INC,fortress biotech
JIVE SOFTWARE INC,jive software
KEATING CAPITAL INC,keating capital
CROSSROADS CAPITAL INC,crossroads capital
SYNERGY PHARMACEUTICALS INC,synergy pharmaceuticals
TRIPADVISOR INC,tripadvisor
ZYNGA INC,zynga
BROOKFIELD OFFICE PROPERTIES CA,brookfield office properties ca
BROOKFIELD CA OFFICE PROPERTIES,brookfield ca office properties
DOUBLELINE OPPORTUN CREDIT FUND,doubleline opportun credit
AMERICAN INDUSTRIES LTD,american industries
EURASIAN MINERALS INC,eurasian minerals
GUIDEWIRE SOFTWARE INC,guidewire software
JUST ENERGY GROUP INC,just energy
AMERICAN INTEGRITY CORP,american integrity
POST HOLDINGS INC,post
PRETIUM RESOURCES INC,pretium resources
RADIANT LOGISTICS INC,radiant logistics
BANK OF JAMES FINL GROUP INC,bank of james finl
RENEWABLE ENERGY GROUP INC,renewable energy
VERASTEM INC,verastem
WELLESLEY BANCORP INC,wellesley bancorp
MISSOURI KANSAS TEXAS RR CO,missouri kansas texas rr
KATY INDUSTRIES INC,katy industries
CUSHING ROYALTY & INCOME FUND,cushing royalty income
CUSHING ENERGY INCOME FUND,cushing energy income
EPAM SYSTEMS INC,epam systems
AMERICAN INVS LIFE INS CO,american invs life ins
AMVESTORS FINANCIAL CORP,amvestors financial
AMERICAN LAFRANCE INC,american lafrance
GREENWAY MEDICAL TECHNOLOGS INC,greenway medical technologs
AMERICAN LAND CRUISERS INC,american land cruisers
CRUISE AMERICA INC,cruise america
MATADOR RESOURCES CO,matador resources
PROTO LABS INC,proto labs
ROUNDYS INC,roundys
VIRTUS GLOBAL MULTI SECTR INC FD,virtus global multi sectr fd
AMERICAN LEISURE CORP NJ,american leisure nj
AMERICAN LEISURE CORP DE,american leisure de
BRIGHTCOVE INC,brightcove
BAZAARVOICE INC,bazaarvoice
CHEMOCENTRYX INC,chemocentryx
CEMPRA INC,cempra
MELINTA THERAPEUTICS INC,melinta therapeutics
CERES INC,ceres
ORBITAL ENERGY GROUP INC,orbital energy
ORBITAL INFRASTRUCTURE GROUP INC,orbital infrastructure
CAESARS ENTERTAINMENT CORP,caesars entertainment
MOTOR WHEEL CORP,motor wheel
HICKS ACQUISITION CO II INC,hicks acquisition ii
HOME LOAN SERVICING SOLUTNS LTD,home loan servicing solutns
HOMESTREET INC,homestreet
SUNSHINE HEART INC,sunshine heart
NUWELLIS INC,nuwellis
SYNACOR INC,synacor
ALDERON IRON ORE CORP,alderon iron ore
AMERICAN LIST CORP,american list
ALLISON TRANSMISSION HLDGS INC,allison transmission hldgs
ANNIES INC,annies
MUNSINGWEAR INC,munsingwear
PREMIUMWEAR INC,premiumwear
AMERICAN MAGNETICS CORP,american magnetics
DAMON GROUP INC,damon
DEMANDWARE INC,demandware
EXACTTARGET INC,exacttarget
EXCHANGE TRADED CONCEPTS TR,exchange traded concepts tr
LEGG MASON BW GLB INC OPP FD INC,legg mason bw glb opp fd
BRANDYWINEGLOBAL GL IN OP FD INC,brandywineglobal gl in op fd
MILLENNIAL MEDIA INC,millennial media
NATIONSTAR MORTGAGE HOLDINGS INC,nationstar mortgage
REGIONAL MANAGEMENT CORP,regional management
NATIONAL LEAD CO,national lead
AMERICAN MANAGEMENT SYSTEMS INC,american management systems
REXNORD CORP NEW,rexnord new
ZURN WATER SOLUTIONS CORP,zurn water solutions
ZURN ELKAY WATER SOLUTIONS CORP,zurn elkay water solutions
SELECT INCOME REIT,select income reit
NATIONAL BISCUIT CO,national biscuit
NABISCO INC,nabisco
AMERICAN MARINE INDS INC,american marine inds
VANTIV INC,vantiv
WORLDPAY INC,worldpay
VIPSHOP HOLDINGS LTD,vipshop
VOCERA COMMUNICATIONS INC,vocera communications
YELP INC,yelp
GASLOG LTD,gaslog
AMERICAN REALTY CAPITAL TR INC,american realty capital tr
CAESARSTONE SDOT YAM LTD,caesarstone sdot yam
ENPHASE ENERGY INC,enphase energy
GALECTIN THERAPEUTICS INC,galectin therapeutics
MERRIMACK PHARMACEUTICALS INC,merrimack pharmaceuticals
MACOM TECHNOLOGY SOLS HLDS INC,macom technology sols hlds
NOVADAQ TECHNOLOGIES INC,novadaq technologies
PARAMETRIC SOUND CORP,parametric sound
TURTLE BEACH CORP,turtle beach
CAFEPRESS INC,cafepress
TRIO MERGER CORP,trio merger
SAEXPLORATION HOLDINGS INC,saexploration
ACQUITY GROUP LTD,acquity
ARES COMMERCIAL REAL ESTATE CORP,ares commercial real estate
EDGEN GROUP INC,edgen
FORUM ENERGY TECHNOLOGIES INC,forum energy technologies
AMERICAN MARINE LTD,american marine
GIGOPTIX INC,gigoptix
GIGPEAK INC,gigpeak
INFOBLOX INC,infoblox
AMERICAN MEDCARE CORP,american medcare
MIDSTATES PETROLEUM CO INC,midstates petroleum
NOVACOPPER INC,novacopper
TRILOGY METALS INC,trilogy metals
NUVEEN REAL ASSET INC & GRWTH FD,nuveen real asset grwth fd
OAKTREE CAPITAL GROUP LLC,oaktree capital llc
PEMBINA PIPELINE CORP,pembina pipeline
NATIONAL DISTILLERS & CHEM CORP,national distillers chem
QUANTUM CHEMICAL CORP,quantum chemical
AMERICAN MEDICAL AFFILIATES INC,american medical affiliates
PHILLIPS 66,phillips
PRUDENTIAL SHORT DUR HIGH YLD FD,prudential short dur high yld fd
RETAIL PROPERTIES OF AMERICA INC,retail properties of america
SSGA ACTIVE TRUST,ssga active trust
AMERICAN MEDICAL SERVICES INC,american medical services
SANDRIDGE MISSISSIPPIAN TRUST II,sandridge mississippian trust ii
STEEL PARTNERS HOLDINGS LP,steel partners lp
TUMI HOLDINGS INC,tumi
CLEARSIGN COMBUSTION CORP,clearsign combustion
CLEARSIGN TECHNOLOGIES CORP,clearsign technologies
NATIONAL TEA CO,national tea
AMERICAN MEDI DENT INC,american medi dent
DIGITAL CINEMA DESTINATIONS CORP,digital cinema destinations
