original_name,company_name
Focus Morningstar Small cap Index ETF,focus morningstar small cap index
Focus Morningstar Communication Services Index ETF,focus morningstar communication services index
Focus Morningstar Consumer Cyclical Index ETF,focus morningstar consumer cyclical index
Focus Morningstar Consumer Defensive Index ETF,focus morningstar consumer defensive index
Focus Morningstar Financial Services Index ETF,focus morningstar financial services index
Focus Morningstar Health Care Index ETF,focus morningstar health care index
Focus Morningstar Industrials Index ETF,focus morningstar industrials index
Focus Morningstar Real Estate Index ETF,focus morningstar real estate index
Focus Morningstar Technology Index ETF,focus morningstar technology index
Focus Morningstar Utilities Index ETF,focus morningstar utilities index
Blackrock Resources & Commodities Strategy Trust,blackrock resources commodities strategy trust
BLACKROCK RESOUR & COMM STRAT TR,blackrock resour comm strat tr
STEEL PARTNERS HOLDINGS LP,steel partners lp
iShares MSCI China ETF,ishares msci china
iShares Core High Dividend ETF,ishares core high dividend
ARAMARK HOLDINGS CORP,aramark
AMERICAN CAPITAL MTG INVT CORP,american capital mtg invt
21VIANET GROUP INC,vianet
VNET GROUP INC,vnet
JOHN MARSHALL BANCORP INC,john marshall bancorp
PENNANTPARK FLOATING RT CAP LTD,pennantpark floating rt cap
SharpSpring Inc,sharpspring
CLEANSPARK INC,cleanspark
INSPIREMD INC,inspiremd
ELLIE MAE INC,ellie mae
CHEFS WAREHOUSE INC,chefs warehouse
CELLECTAR BIOSCIENCES INC,cellectar biosciences
MARATHON PETROLEUM CORP,marathon petroleum
FIRSTHAND TECHNOLOGY VAL FD INC,firsthand technology val fd
SuRo Capital Corp,suro capital
SWISHER HYGIENE INC,swisher hygiene
ZILLOW INC,zillow
Orchid Island Capital Inc,orchid island capital
PEAK RESORTS INC,peak resorts
JIAYUAN COM INTERNATIONAL LTD,jiayuan com international
ING EMERG MKTS HIGH DIV EQTY FD,ing emerg mkts high div eqty fd
VOYA EMERG MKTS HI INC DIV EQ FD,voya emerg mkts hi div eq fd
WAGEWORKS INC,wageworks
TEAVANA HOLDINGS INC,teavana
LiveOne Inc,liveone
STATE INVESTORS BANCORP INC,state investors bancorp
HOMESTREET INC,homestreet
PHOENIX NEW MEDIA LTD,phoenix new media
POWER SOLUTIONS INTL INC,power solutions intl
VanEck Vectors Emerging Markets Aggregate Bond ETF,vaneck vectors emerging markets aggregate
GOLDMINING INC,goldmining
MIDLAND STATES BANCORP INC,midland states bancorp
REGIONAL MANAGEMENT CORP,regional management
JOHN HANCOCK HEDGED EQ & INC FD,john hancock hedged eq fd
NUVEEN SHORT DUR CR OPPTYS FD,nuveen short dur cr opptys fd
TAOMEE HOLDINGS LTD,taomee
GROUPON INC,groupon
VISTAGEN THERAPEUTICS INC,vistagen therapeutics
Xtrackers MSCI Germany Hedged Equity ETF,xtrackers msci germany hedged equity
XUNLEI LTD,xunlei
Enphase Energy Inc,enphase energy
Fidus Investment Corp,fidus investment
Ubiquiti Inc,ubiquiti
AdvisorShares FolioBeyond Smart Core Bond ETF,advisorshares foliobeyond smart core
IMPERVA INC,imperva
OAKTREE CAPITAL GROUP LLC,oaktree capital llc
Emerging Global Shares Basic Materials GEMS ETF,emerging global basic materials gems
Emerging Global Shares Consumer Goods GEMS ETF,emerging global consumer goods gems
Emerging Global Shares Health Care GEMS ETF,emerging global health care gems
Emerging Global Shares Technology GEMS ETF,emerging global technology gems
Emerging Global Shares Telecom GEMS ETF,emerging global telecom gems
Emerging Global Shares Utilities GEMS ETF,emerging global utilities gems
Emerging Global Shares Consumer Services GEMS ETF,emerging global consumer services gems
CAPITAL BANK FINANCIAL CORP,capital bank financial
ASPEN AEROGELS INC,aspen aerogels
Zynga Inc,zynga
TRINSEO PLC,trinseo
TILLYS INC,tillys
BLUE WOLF MONGOLIA HOLDINGS CORP,blue wolf mongolia
SILVER SPRING NETWORKS INC,silver spring networks
MERRIMACK PHARMACEUTICALS INC,merrimack pharmaceuticals
PERPETUA RESOURCES CORP,perpetua resources
ZELTIQ AESTHETICS INC,zeltiq aesthetics
YOUNGEVITY INTERNATIONAL INC,youngevity international
Rennova Health Inc,rennova health
GREENWAY MEDICAL TECHNOLOGS INC,greenway medical technologs
DEMANDWARE INC,demandware
HEALTHCARE TRUST OF AMERICA INC,healthcare trust of america
RENEWABLE ENERGY GROUP INC,renewable energy
ENTEGRA FINANCIAL CORP,entegra financial
PROTO LABS INC,proto labs
EPAM SYSTEMS INC,epam systems
Chuy's Holdings Inc,chuys
CIVITAS SOLUTIONS INC,civitas solutions
CIVITAS RESOURCES INC,civitas resources
SPRAGUE RESOURCES LP,sprague resources lp
WESCO AIRCRAFT HOLDINGS INC,wesco aircraft
INTERMOLECULAR INC,intermolecular
VOCERA COMMUNICATIONS INC,vocera communications
MACOM TECHNOLOGY SOLS HLDS INC,macom technology sols hlds
ERA GROUP INC,era
EXA CORP,exa
Pembrook Realty Capital LLC,pembrook realty capital llc
MATADOR RESOURCES CO,matador resources
FIESTA RESTAURANT GROUP INC,fiesta restaurant
BRIGHTCOVE INC,brightcove
Vital Energy Inc,vital energy
BROOKFIELD GLBL LIST INFR INC FD,brookfield glbl list infr fd
ELOQUA INC,eloqua
Fortune Brands Innovations Inc,fortune brands innovations
LIQTECH INTERNATIONAL INC,liqtech international
Charging Robotics Inc,charging robotics
CHEVIOT FINANCIAL CORP,cheviot financial
CAFEPRESS INC,cafepress
Franchise Group Inc,franchise
FRONTEER GOLD INC,fronteer gold
EXELIS INC,exelis
XYLEM INC,xylem
ENOVA INTERNATIONAL INC,enova international
MANNING & NAPIER INC,manning napier
GROCERY OUTLET HOLDING CORP,grocery outlet
Vivint Smart Home Inc,vivint smart home
CURRENCYSHARES CHIN RENMINBI TR,currencyshares chin renminbi tr
XCEL BRANDS INC,xcel brands
AdvisorShares Insider Advantage ETF,advisorshares insider advantage
AXOGEN INC,axogen
GUIDEWIRE SOFTWARE INC,guidewire software
STAFFING 360 SOLUTIONS INC,staffing solutions
CEMPRA INC,cempra
GENIE ENERGY LTD,genie energy
National Bank Holdings Corp,national bank
Wheeler Real Estate Investment Trust Inc,wheeler real estate investment trust
Schwab US Dividend Equity ETF,schwab us dividend equity
TONIX PHARMACEUTICALS HLDG CORP,tonix pharmaceuticals hldg
Seventy Seven Energy Inc,seventy seven energy
LUMOS NETWORKS CORP,lumos networks
MARRIOTT VACATIONS WORLDWIDE COR,marriott vacations worldwide cor
TORTOISE PIPELINE & ENER FD INC,tortoise pipeline ener fd
GUGGENHEIM EQUAL WT EN EQ INC FD,guggenheim equal wt en eq fd
ACADIA HEALTHCARE CO INC,acadia healthcare
TALMER BANCORP INC,talmer bancorp
Russell Developed ex-U.S. Low Beta ETF,russell developed exus low beta
Russell Developed ex-U.S. Low Volatility ETF,russell developed exus low volatility
Russell Developed ex-U.S. High Momentum ETF,russell developed exus high momentum
Synageva BioPharma Corp,synageva biopharma
WELLESLEY BANCORP INC,wellesley bancorp
VERASTEM INC,verastem
WHEELER REAL ESTATE INV TR INC,wheeler real estate inv tr
PIMCO Canada Bond Index ETF,pimco canada index
PIMCO Germany Bond Index ETF,pimco germany index
SAFE & GREEN HOLDINGS CORP,safe green
Amplify Energy Corp,amplify energy
Worldpay Inc,worldpay
United States Copper Index Fund,united states copper index
iShares International Preferred Stock ETF,ishares international preferred
YELP INC,yelp
Fortress Biotech Inc,fortress biotech
SYNACOR INC,synacor
ENDURANCE INTL GROUP HLDGS INC,endurance intl hldgs
Western Liberty Bancorp,western liberty bancorp
ANNIES INC,annies
CAPRI HOLDINGS LTD,capri
TRIPADVISOR INC,tripadvisor
ROUNDYS INC,roundys
Crossroads Capital Inc,crossroads capital
MANCHESTER UNITED PLC,manchester united
Taiwan Semiconductor Manufacturing Co Ltd,taiwan semiconductor manufacturing
ICICI Bank Ltd,icici bank
COMPANIA DE MINAS BV SA,compania de minas bv
Celltech Group PLC,celltech
Ambev SA,ambev
ATLANTIC PREMIUM BRANDS LTD,atlantic premium brands
Banco Macro SA,banco macro
TAIWAN SEMICONDUCTOR MFG CO LTD,taiwan semiconductor mfg
DUANE READE INC,duane reade
DRDGOLD LTD,drdgold
CENTRAIS ELETRICAS BRASILEI,centrais eletricas brasilei
GROOTVLEI PROPRIETARY MINES LTD,grootvlei proprietary mines
KOREA MOBILE TELECOMM CORP,korea mobile telecomm
LEARMONTH & BURCHETT MGMT SYS PL,learmonth burchett mgmt sys pl
TATA MOTORS LTD,tata motors
SUPER SOL LTD,super sol
Wipro Ltd,wipro
WITCO CORP,witco
COMPANHIA DE SANEAMENTO BASICO,companhia de saneamento basico
BRF SA,brf
FORMULA SYSTEMS LTD,formula systems
KOFAX LTD,kofax
SAWAKO CORP,sawako
NOVA MINERALS LTD,nova minerals
SILENCE THERAPEUTICS PLC,silence therapeutics
COMPANHIA SIDERURGICA NACIONAL,companhia siderurgica nacional
SILICONWARE PRECISION INDS CO LT,siliconware precision inds lt
Select Appointments Holdings PLC,select appointments
Vedanta Ltd,vedanta
United Microelectronics Corp,united microelectronics
Vale SA,vale
INFOSYS TECHNOLOGIES LTD,infosys technologies
INFOSYS LTD,infosys
ATLAS PACIFIC LTD,atlas pacific
ATLAS SOUTH SEA PEARL LTD,atlas south sea pearl
OPTHEA LTD,opthea
NERA AS,nera as
NATIONAL GRID GROUP PLC,national grid
NATIONAL GRID GROUP PLC HLDG CO,national grid hldg
NATIONAL GRID TRANSCO PLC,national grid transco
THORN PLC,thorn
Shire PLC,shire
Embraer SA,embraer
FRESENIUS MEDICAL CARE AG,fresenius medical care
FRESENIUS MED CARE AG & CO KGAA,fresenius med care kgaa
FRESENIUS MED CARE AG,fresenius med care
Pampa Energia SA,pampa energia
ADVANCED SEMICONDUCTOR ENGR INC,advanced semiconductor engr
ENERGIS PLC,energis
ISRAEL CHEMICALS LTD,israel chemicals
Petrobras Argentina SA,petrobras argentina
LATAM Airlines Group SA,latam airlines
LIFE TIME FITNESS INC,life time fitness
Companhia Energetica de Minas Gerais CEMIG,companhia energetica de minas gerais cemig
GRUPO IMSA SA DE CV,grupo imsa de cv
Equinor ASA,equinor asa
EIDOS PLC,eidos
GALLAHER GROUP PLC,gallaher
RANDGOLD & EXPLORATION CO LTD,randgold exploration
OXFORD GLYCOSCIENCES,oxford glycosciences
Petroleo Brasileiro S.A.- Petrobras,petroleo brasileiro petrobras
COMPANHIA ENERGETICA DE MINAS GC,companhia energetica de minas gc
DR REDDYS LABORATORIES LTD,dr reddys laboratories
Ituran Location and Control Ltd,ituran location and control
MIZUHO FINANCIAL GROUP INC,mizuho financial
ActivIdentity Corp,actividentity
APPLIED COMPUTER TECHNOLOGY INC,applied computer technology
ACTIVCARD CORP,activcard
"Pharming Group NV, Leiden",pharming leiden
Evotec SE,evotec se
DIALOG SEMICONDUCTOR PLC,dialog semiconductor
MagnaChip Semiconductor Corp,magnachip semiconductor
ISOTIS INC,isotis
XENETIC BIOSCIENCES INC,xenetic biosciences
Aenza SAA,aenza saa
Chunghwa Telecom Co Ltd,chunghwa telecom
TIZIANA LIFE SCIENCES PLC,tiziana life sciences
CHART HOUSE ENTERPRISES INC,chart house enterprises
Banco De Chile,banco de chile
Anheuser-Busch InBev SA/NV,anheuserbusch inbev
ANHEUSER BUSCH INBEV SA NV,anheuser busch inbev
ITURAN LOCATION & CONTROL LTD,ituran location control
FLUTTER ENTERTAINMENT PLC,flutter entertainment
GROUPO FIN SANT MEX SAB DE CV,groupo fin sant mex sab de cv
International Game Technology PLC,international game technology
INTERNATIONAL GAME TECH PLC,international game tech
Genetic Technologies Limited,genetic technologies
OSCIENT PHARMACEUTICALS CORP,oscient pharmaceuticals
LONESTAR RESOURCES US INC,lonestar resources us
IMMURON LTD,immuron
Benitec Biopharma Ltd,benitec biopharma
SHL TELEMEDICINE LTD,shl telemedicine
NEUPHORIA THERAPEUTICS INC,neuphoria therapeutics
Alterity Therapeutics Ltd,alterity therapeutics
SEVEN ARTS PICTURES PLC,seven arts pictures
SEVEN ARTS ENTERTAINMENT INC,seven arts entertainment
WOORI FINANCE HOLDINGS CO LTD,woori finance
WOORI BANK,woori bank
WOORI FINANCIAL GROUP INC,woori financial
MITSUBISHI UFJ FINANCIAL GP INC,mitsubishi ufj financial gp
AVITA MEDICAL LTD,avita medical
AVITA THERAPEUTICS INC,avita therapeutics
Piedmont Lithium Inc,piedmont lithium
Immutep Ltd,immutep
EYEPOINT PHARMACEUTICALS INC,eyepoint pharmaceuticals
Plus Therapeutics Inc,plus therapeutics
OCEAN POWER TECHNOLOGIES INC,ocean power technologies
Tri Pointe Homes Inc,tri pointe homes
TRI POINTE GROUP INC,tri pointe
PHARMAXIS LTD,pharmaxis
JANUS HENDERSON GROUP PLC,janus henderson
NORTEK INC,nortek
BANK OF NT BUTTERFIELD & SON LTD,bank of nt butterfield son
ATLANTIC SOUTHERN FINL GROUP INC,atlantic southern finl
WellCare Health Plans Inc,wellcare health plans
AngioDynamics Inc,angiodynamics
CBRE Group Inc,cbre
WILLIAMS COMMUNICATIONS GRP INC,williams communications grp
WELLCARE GROUP INC,wellcare
STRATEGIC HOTELS & RESORTS INC,strategic hotels resorts
ALNYLAM PHARMACEUTICALS INC,alnylam pharmaceuticals
JOHN HANCOCK TAX ADV DIV INC FD,john hancock tax adv div fd
CBRE Global Real Estate Income Fund,cbre global real estate income
CBRE CLARION GLOB RL EST INC FD,cbre clarion glob rl est fd
CBRE GLOBAL REAL ESTATE INC FD,cbre global real estate fd
Reaves Utility Income Fund,reaves utility income
LMP Capital and Income Fund Inc,lmp capital and income
TORTOISE ENERGY INFRASTRUCT CORP,tortoise energy infrastruct
WESTERN ASSET CLAYMORE US TRSY 2,western asset claymore us trsy
WESTERN ASSET CLAYMORE INFL LNKD,western asset claymore infl lnkd
BLACKBAUD INC,blackbaud
SCHNEIDER NATIONAL INC,schneider national
INHIBITEX INC,inhibitex
NUVASIVE INC,nuvasive
BLACKBOARD INC,blackboard
KANBAY INTERNATIONAL INC,kanbay international
GREENHILL & CO INC,greenhill
CARDTRONICS INC,cardtronics
Ecopetrol SA,ecopetrol
MOMENTA PHARMACEUTICALS INC,momenta pharmaceuticals
ULTRA CLEAN HOLDINGS INC,ultra clean
1ST CENTURY BANKSHARES INC,st century bankshares
Helios Strategic Income Fund Inc,helios strategic income
Citizens Community Bancorp Inc,citizens community bancorp
PHASE FORWARD INC,phase forward
Neuberger Berman Dividend Advantage Fund Inc,neuberger berman dividend advantage
Cabela's Inc,cabelas
Calamos Strategic Total Return Fund,calamos strategic total return
CALAMOS STRATEGIC TOT RETURN FD,calamos strategic tot return fd
MACQUARIE FIRST TR GLOB INFRASTR,macquarie first tr glob infrastr
BlackRock Strategic Equity Dividend Trust,blackrock strategic equity dividend trust
BLACKROCK STRATEGIC DIV ACH TR,blackrock strategic div ach tr
BLACKROCK STRATEGIC EQTY DIV TR,blackrock strategic eqty div tr
Cohen & Steers Infrastructure Fund Inc,cohen steers infrastructure
COHEN & STEERS INFRA FD INC,cohen steers infra fd
Design Within Reach Inc,design within reach
CITIZENS CMNTY BANCORP INC MD,citizens cmnty bancorp md
Coastal Contacts Inc,coastal contacts
COACHMEN INDUSTRIES INC,coachmen industries
COHEN & STEERS INC,cohen steers
ATLANTIC COAST FED CORP,atlantic coast fed
ATLANTIC COAST FINANCIAL CORP,atlantic coast financial
MidCap Financial Investment Corp,midcap financial investment
Kite Realty Group Trust,kite realty trust
FERROVIAL SE,ferrovial se
ICAGEN INC,icagen
LOMA NEGRA CORP,loma negra
LUXFER HOLDINGS PLC,luxfer
HIMAX TECHNOLOGIES INC,himax technologies
ANTERIS TECHNOLOGIES GLOBAL CORP,anteris technologies global
SUMMIT THERAPEUTICS PLC,summit therapeutics
MESOBLAST LTD,mesoblast
HEARTWARE INTERNATIONAL INC,heartware international
Nuwellis Inc,nuwellis
EnSync Inc,ensync
GALAPAGOS NV,galapagos
MICRO FOCUS INTERNATIONAL PLC,micro focus international
SEADRILL LTD,seadrill
SEADRILL LTD NEW,seadrill new
AKERS BIOSCIENCES INC,akers biosciences
XYLO TECHNOLOGIES LTD,xylo technologies
AQUABOUNTY TECHNOLOGIES INC,aquabounty technologies
PLANET PAYMENT INC,planet payment
BRASILAGRO BRAZIL AGR REAL ES CO,brasilagro brazil agr real es
GEOPARK LTD,geopark
HUTCHISON CHINA MEDITECH LTD,hutchison china meditech
HUTCHMED CHINA LTD,hutchmed china
REALM THERAPEUTICS PLC,realm therapeutics
Emeren Group Ltd,emeren
RENESOLA LTD,renesola
DOLE PLC,dole
Banco Santander Brasil SA,banco santander brasil
CDTi Advanced Materials Inc,cdti advanced materials
CLEAN DIESEL TECHNOLOGIES INC,clean diesel technologies
BIOLINERX LTD,biolinerx
ITAMAR MEDICAL LTD,itamar medical
SMURFIT WESTROCK PLC,smurfit westrock
VERONA PHARMA PLC,verona pharma
ADDEX THERAPEUTICS LTD,addex therapeutics
INCANNEX HEALTHCARE LTD,incannex healthcare
GLOBUS MARITIME LTD,globus maritime
FRONTEO INC,fronteo
MOKO SOCIAL MEDIA LTD,moko social media
INTERCORP FINANCIAL SERVICES INC,intercorp financial services
MAZOR ROBOTICS LTD,mazor robotics
EVOGENE LTD,evogene
KAMADA LTD,kamada
MIX TELEMATICS LTD,mix telematics
Intec Pharma Ltd,intec pharma
FutureFuel Corp,futurefuel
INTERCURE LTD,intercure
FLEX LNG LTD,flex lng
OKYO PHARMA LTD,okyo pharma
OKYO PHARMA LTD NEW,okyo pharma new
VISLINK TECHNOLOGIES INC,vislink technologies
Ioneer Ltd,ioneer
BRAINSWAY LTD,brainsway
Purple Biotech Ltd,purple biotech
ICECURE MEDICAL LTD,icecure medical
CAN FITE BIOPHARMA LTD,can fite biopharma
ANCHIANO THERAPEUTICS LTD,anchiano therapeutics
SCISPARC LTD,scisparc
ENLIGHT RENEWABLE ENERGY LTD,enlight renewable energy
Burford Capital Limited,burford capital
Aevi Genomic Medicine Inc,aevi genomic medicine
Cellect Biotechnology Ltd,cellect biotechnology
STRONGBRIDGE BIOPHARMA PLC,strongbridge biopharma
ATI Physical Therapy Inc,ati physical therapy
CONTROLADORA VUELA COMP DE AVIA,controladora vuela comp de avia
MY SIZE INC,my size
REDHILL BIOPHARMA LTD,redhill biopharma
Scinai Immunotherapeutics Ltd,scinai immunotherapeutics
Alarum Technologies Ltd,alarum technologies
HUB CYBER SECURITY LTD,hub cyber security
FORESIGHT AUTONOMOUS HLDGS LTD,foresight autonomous hldgs
StarTek Inc,startek
NANO DIMENSION LTD,nano dimension
TAIWAN LIPOSOME COMPANY LTD,taiwan liposome company
TAMINCO CORP,taminco
Frontline plc,frontline
ARKO Corp,arko
Corporacion Inmobiliaria Vesta SAB de CV,corporacion inmobiliaria vesta sab de cv
Element Solutions Inc,element solutions
Molecular Partners AG,molecular partners
ChipMOS TECHNOLOGIES INC,chipmos technologies
ATHENE HOLDING LTD,athene
Eneti Inc,eneti
ALLEGION PLC,allegion
BW LPG LTD,bw lpg
NOMAD FOODS LTD,nomad foods
Nexxen International Ltd,nexxen international
ARGENX SE,argenx se
Biodexa Pharmaceuticals Plc,biodexa pharmaceuticals
MOTIF BIO PLC,motif bio
PURETECH HEALTH PLC,puretech health
NOVONIX LTD,novonix
MAXCYTE INC,maxcyte
WISEKEY INTERNATIONAL HOLDING AG,wisekey international
MEREO BIOPHARMA GROUP PLC,mereo biopharma
ALLARITY THERAPEUTICS INC,allarity therapeutics
ADVANCED HUMAN IMAGING LTD,advanced human imaging
ADVANCED HEALTH INTELLIGENCE LTD,advanced health intelligence
DIVERSIFIED ENERGY CO PLC,diversified energy
BORR DRILLING LTD,borr drilling
MOBILICOM LTD,mobilicom
ASLAN PHARMACEUTICALS LTD,aslan pharmaceuticals
BRENMILLER ENERGY LTD,brenmiller energy
IPERIONX LTD,iperionx
TELIX PHARMACEUTICALS LTD,telix pharmaceuticals
RADIUS GLOBAL INFRASTRUCTURE INC,radius global infrastructure
NVENT ELECTRIC PLC,nvent electric
GRINDROD SHIPPING HOLDINGS LTD,grindrod shipping
OKEANIS ECO TANKERS CORP,okeanis eco tankers
MAREX GROUP PLC,marex
ARGO BLOCKCHAIN PLC,argo blockchain
ARCOSA INC,arcosa
Sezzle Inc,sezzle
BITFARMS LTD,bitfarms
WING YIP FOOD HOLDINGS GRP LTD,wing yip food grp
CASTOR MARITIME INC,castor maritime
HIGH TIDE INC,high tide
HAFNIA LTD,hafnia
HAFNIA LTD SG,hafnia sg
RENEW ENERGY GLOBAL PLC,renew energy global
Immunic Inc,immunic
TAMBORAN RESOURCES CORP,tamboran resources
Armata Pharmaceuticals Inc,armata pharmaceuticals
LIFE360 INC,life
PROPERTYGURU GROUP LTD,propertyguru
SAVERONE 2014 LTD,saverone
SNOWFLAKE INC,snowflake
GameSquare Holdings Inc,gamesquare
GAMESQUARE HOLDINGS INC DE,gamesquare de
FOREMOST LITHIUM RES & TECH LTD,foremost lithium res tech
F-star Therapeutics Inc,fstar therapeutics
OSISKO DEVELOPMENT CORP,osisko development
HYDROFARM HOLDINGS GROUP INC,hydrofarm
LOGICBIO THERAPEUTICS INC,logicbio therapeutics
CYBIN INC,cybin
ImmunityBio Inc,immunitybio
KAROOOOO LTD,karooooo
ZOOZ POWER LTD,zooz power
NAYAX LTD,nayax
Steakholder Foods Ltd,steakholder foods
Spectral AI Inc,spectral ai
