original_name,company_name
GREENHAVEN CONTINUOUS COMM INDEX,greenhaven continuous comm index
WISDOMTREE CONTINUOUS COMM INDEX,wisdomtree continuous comm index
BLACKROCK DEFINED OPP CREDIT TR,blackrock defined opp credit tr
CAPE BANCORP INC,cape bancorp
DATA STORAGE CORP,data storage
MAKO SURGICAL CORP,mako surgical
Visa Inc,visa
VIVENDI,vivendi
Invesco India ETF,invesco india
Cardiovascular Systems Inc,cardiovascular systems
CARDIOVASCULAR SYSTEMS INC DEL,cardiovascular systems del
Invesco Ultra Short Duration Etf,invesco ultra short duration
Guggenheim Enhanced Core Bond ETF,guggenheim enhanced core
DARA BioSciences Inc,dara biosciences
AMERICAN WATER WORKS CO INC,american water works
INVESCO MORTGAGE CAPITAL INC,invesco mortgage capital
MONAKER GROUP INC,monaker
DECISIONPOINT SYSTEMS INC,decisionpoint systems
iBasis Inc,ibasis
AYTU BIOSCIENCE INC,aytu bioscience
AYTU BIOPHARMA INC,aytu biopharma
Scienture Holdings Inc,scienture
Enovis Corporation,enovis
FABRINET,fabrinet
1ST UNITED BANCORP INC,st united bancorp
HERITAGE CRYSTAL CLEAN INC,heritage crystal clean
CELLDEX THERAPEUTICS INC,celldex therapeutics
PHILIP MORRIS INTERNATIONAL INC,philip morris international
MEDIAMIND TECHNOLOGIES INC,mediamind technologies
HILLENBRAND INC,hillenbrand
SolarWinds Corp,solarwinds
CAVICO CORP,cavico
LOGMEIN INC,logmein
Energy Recovery Inc,energy recovery
CHEMOCENTRYX INC,chemocentryx
ZOGENIX INC,zogenix
FORCEFIELD ENERGY INC,forcefield energy
DR PEPPER SNAPPLE GROUP INC,dr pepper snapple
RESOLUTE ENERGY CORP,resolute energy
Echo Global Logistics Inc,echo global logistics
FINTECH ACQUISITION CORP II,fintech acquisition ii
VERSO PAPER CORP,verso paper
VERSO CORP,verso
Quanex Building Products Corp,quanex building products
CAREDX INC,caredx
Intrepid Potash Inc,intrepid potash
AGNC Investment Corp,agnc investment
Standard BioTools Inc,standard biotools
CODEXIS INC,codexis
WILLIAM PENN BANCORPORATION,william penn bancorporation
AMERICAN CAPITAL AGENCY CORP,american capital agency
RACKSPACE HOSTING INC,rackspace hosting
HCI Group Inc,hci
Bancorp of New Jersey Inc,bancorp of new jersey
DIGITALGLOBE INC,digitalglobe
EPOCRATES INC,epocrates
PUTNAM MUNICIPAL BOND FD INC,putnam municipal fd
Iovance Biotherapeutics Inc,iovance biotherapeutics
Sprott Inc,sprott
GRAND CANYON EDUCATION INC,grand canyon education
MALVERN FEDERAL BANCORP INC,malvern federal bancorp
MALVERN FEDERAL BANCORP INC NEW,malvern federal bancorp new
MALVERN BANCORP INC,malvern bancorp
SAFE BULKERS INC,safe bulkers
Singularity Future Technology Ltd,singularity future technology
SINGULARITY FUTURE TECH LTD,singularity future tech
TOMI ENVIRONMENTAL SOLUTIONS INC,tomi environmental solutions
PANSOFT CO LTD,pansoft
Oaktree Specialty Lending Corp,oaktree specialty lending
MISTRAS GROUP INC,mistras
HONG KONG HIGHPOWER TECH INC,hong kong highpower tech
HIGHPOWER INTERNATIONAL INC,highpower international
NAVIOS MARITIME ACQUISITION CORP,navios maritime acquisition
FIRST TRUST GLOBAL WIND ENER ETF,first trust global wind ener
Black Knight Inc,black knight
Activision Blizzard Inc,activision blizzard
WisdomTree Australia & New Zealand Debt Fund,wisdomtree australia new zealand debt
RESEARCH SOLUTIONS INC,research solutions
MACROSHARES 100 OIL UP TRUST,macroshares oil up trust
MACROSHARES 100 OIL DOWN TRUST,macroshares oil down trust
ALIMERA SCIENCES INC,alimera sciences
ILG Inc,ilg
KOLIBRI GLOBAL ENERGY INC,kolibri global energy
CHINA DISTANCE EDUCATION HLD LTD,china distance education hld
TREE COM INC,tree com
LENDINGTREE INC,lendingtree
DJSP Enterprises Inc,djsp enterprises
First Wind Holdings Inc,first wind
Zurn Elkay Water Solutions Corp,zurn elkay water solutions
BERRY PLASTICS GROUP INC,berry plastics
BERRY GLOBAL GROUP INC,berry global
NORTH ASIA INVESTMENT CORP,north asia investment
UNITED STATES SHORT OIL FUND LP,united states short oil lp
ROADRUNNER TRANS SYSTEMS INC,roadrunner trans systems
VERISK ANALYTICS INC,verisk analytics
IBIO INC,ibio
ARTIO GLOBAL INVESTORS INC,artio global investors
RECON TECHNOLOGY LTD,recon technology
OncoGenex Pharmaceuticals Inc,oncogenex pharmaceuticals
AVAGO TECHNOLOGIES LTD,avago technologies
MORGAN STANLEY FRONTIER EMRG MKT,morgan stanley frontier emrg mkt
Diversified Restaurant Holdings Inc,diversified restaurant
DIVERSIFIED RESTAURANT HLDGS INC,diversified restaurant hldgs
CurrencyShares Russian Ruble Trust,currencyshares russian ruble trust
ASCENT CAPITAL GROUP INC,ascent capital
MASTECH HOLDINGS INC,mastech
MASTECH DIGITAL INC,mastech digital
MEAD JOHNSON NUTRITION CO,mead johnson nutrition
MYOS CORP,myos
MYOS RENS TECHNOLOGY INC,myos rens technology
ROSETTA STONE INC,rosetta stone
TARONIS TECHNOLOGIES INC,taronis technologies
FIRST SAVINGS FINANCIAL GRP INC,first savings financial grp
Veradigm Inc,veradigm
ALLSCRIPTS HEALTHCARE SOLNS INC,allscripts healthcare solns
ALLSCRIPTS MISYS HEALTHCARE SOLS,allscripts misys healthcare sols
Digimarc Corp,digimarc
Verus International Inc,verus international
GREEN PLAINS RENEWABLE ENERGY IN,green plains renewable energy in
GREEN PLAINS INC,green plains
First Trust Alerian U.S. NextGen Infrastructure ETF,first trust alerian us nextgen infrastructure
Spheric Technologies Inc,spheric technologies
DIGIMARC CORP NEW,digimarc new
Fury Gold Mines Ltd,fury gold mines
ANCHOR BANCORP WA,anchor bancorp wa
CSI Compressco LP,csi compressco lp
BIOSTAR PHARMACEUTICALS INC,biostar pharmaceuticals
CLEARWIRE CORP,clearwire
CLEARWIRE CORP NEW,clearwire new
CLEARWATER PAPER CORP,clearwater paper
HERALD NATIONAL BANK NY,herald national bank ny
GOLDEN MATRIX GROUP INC,golden matrix
PENN MILLERS HOLDING CORP,penn millers
MEDIDATA SOLUTIONS INC,medidata solutions
Oruka Therapeutics Inc,oruka therapeutics
SPDR Portfolio Mortgage Backed Bond ETF,spdr portfolio mortgage backed
SMART TECHNOLOGIES INC,smart technologies
Transcept Pharmaceuticals Inc,transcept pharmaceuticals
SPDR Portfolio Intermediate Term Corporate Bond ETF,spdr portfolio intermediate term corporate
LIHUA INTERNATIONAL INC,lihua international
MILL CITY VENTURES III LTD,mill city ventures iii
NUVEEN MUNCIPAL VALUE FUND 2,nuveen muncipal value
NUVEEN AMT FREE MUN VALUE FD,nuveen amt free mun value fd
RIVERVIEW FINANCIAL CORP,riverview financial
SPDR Portfolio Long Term Corporate Bond ETF,spdr portfolio long term corporate
CHANGYOU COM LTD,changyou com
OFFICE PROPERTIES INCOME TRUST,office properties income trust
Western Asset Municipal Defined Opportunity Trust Inc,western asset municipal defined opportunity trust
WESTERN ASSET MUN DEF OPP TR INC,western asset mun def opp tr
CREATIVE MEDICAL TECH HLDGS INC,creative medical tech hldgs
NUVEEN NEW JERSEY MUNI VALUE FUN,nuveen new jersey muni value fun
NUVEEN NEW JERSEY MUNI VALUE FD,nuveen new jersey muni value fd
NUVEEN NY MUNI VALUE FUND 2,nuveen ny muni value
NUVEEN PENN MUNI VALUE FUND,nuveen penn muni value
NUVEEN CALIF MUNI VALUE FUND 2,nuveen calif muni value
OPTEX SYSTEMS HOLDINGS INC,optex systems
EGShares Energy GEMS ETF,egshares energy gems
Ready Capital Corp,ready capital
EATON VANCE NATIONAL MUN OPP TR,eaton vance national mun opp tr
MYRIAD PHARMACEUTICALS INC,myriad pharmaceuticals
MYREXIS INC,myrexis
WESTERN ASSET MORTGAGE CAP CORP,western asset mortgage cap
ENERJEX RESOURCES INC,enerjex resources
CHINANET ONLINE HOLDINGS INC,chinanet online
ZW DATA ACTION TECHNOLOGIES INC,zw data action technologies
TERRITORIAL BANCORP INC,territorial bancorp
CAREFUSION CORP,carefusion
FUNTALK CHINA HOLDINGS LTD,funtalk china
VIVAKOR INC,vivakor
ADDUS HOMECARE CORP,addus homecare
ABERDEEN STANDARD SILVER ETF TR,aberdeen standard silver tr
ABRDN SILVER ETF TRUST,abrdn silver trust
TherapeuticsMD Inc,therapeuticsmd
Concord Medical Services Holdings Ltd,concord medical services
PENNYMAC MORTGAGE INV TR,pennymac mortgage inv tr
TORTOISE PWR & ENGY INFRA FD INC,tortoise pwr engy infra fd
TORTOISE CAPITAL SERIES TRUST,tortoise capital series trust
ANCESTRY COM INC,ancestry com
Columbia Large Cap Growth ETF,columbia large cap growth
Columbia Select Large Cap Growth ETF,columbia select large cap growth
HYATT HOTELS CORP,hyatt hotels
Grail Advisors RP Technology ETF,grail advisors rp technology
Grail Advisors RP Financials ETF,grail advisors rp financials
FORTINET INC,fortinet
Starwood Property Trust Inc,starwood property trust
VanEck Vietnam ETF,vaneck vietnam
abrdn Physical Gold Shares ETF,abrdn physical gold
ABERDEEN STANDARD GOLD ETF TRUST,aberdeen standard gold trust
CREXUS INVESTMENT CORP,crexus investment
ESSEX RENTAL CORP,essex rental
NYLI Merger Arbitrage ETF,nyli merger arbitrage
Kartoon Studios Inc,kartoon studios
GAIN CAPITAL HOLDINGS INC,gain capital
Archipelago Learning Inc,archipelago learning
CODA OCTOPUS GROUP INC,coda octopus
RUE21 INC,rue
OPENLANE Inc,openlane
KAR AUCTION SERVICES INC,kar auction services
EGShares Financials GEMS ETF,egshares financials gems
OMEROS CORP,omeros
SORRENTO THERAPEUTICS INC,sorrento therapeutics
DigitalBridge Group Inc,digitalbridge
Apollo Commercial Real Estate Finance Inc,apollo commercial real estate finance
APOLLO COMMERCIAL RL EST FIN INC,apollo commercial rl est fin
NUVEEN ENHANCED MUNICIPAL VAL FD,nuveen enhanced municipal val fd
Iridium Communications Inc,iridium communications
CULLMAN BANCORP INC,cullman bancorp
MINIM INC,minim
CHINA ELECTRIC MOTOR INC,china electric motor
CHINA REAL ESTATE INFO CORP,china real estate info
China MediaExpress Holdings Inc,china mediaexpress
CHINA MEDIAEXPRESS HLDGS INC,china mediaexpress hldgs
OMINTO INC,ominto
ORGENESIS INC,orgenesis
GENERAC HOLDINGS INC,generac
Invesco Exchange-Traded Fund Trust II - Invesco International Corporate Bond ETF,invesco exchangetraded trust ii invesco international corporate
BLACKSTONE GSO SR FLTG RT TRM FD,blackstone gso sr fltg rt trm fd
OOK INC,ook
BLACKSTONE SR FLTG RT TRM FD,blackstone sr fltg rt trm fd
BLACKSTONE SR FLTG RT 2027 TM FD,blackstone sr fltg rt tm fd
TWO HARBORS INVESTMENT CORP,two harbors investment
Pebblebrook Hotel Trust,pebblebrook hotel trust
UNITED STATES COMMODITY IND FUND,united states commodity ind
CENOVUS ENERGY INC,cenovus energy
Cowen Inc,cowen
COWEN GROUP INC NEW,cowen new
Fluent Inc,fluent
LIBERTY MEDIA CORP 2ND NEW,liberty media nd new
ARMOUR Residential REIT Inc,armour residential reit
STATE BANK FINANCIAL CORP,state bank financial
VanEck Junior Gold Miners ETF,vaneck junior gold miners
TERRENO REALTY CORP,terreno realty
GUANWEI RECYCLING CORP,guanwei recycling
Lianluo Smart Ltd,lianluo smart
Predictive Oncology Inc,predictive oncology
UNITED STATES 12 MO NAT GS FD LP,united states mo nat gs fd lp
ANTHERA PHARMACEUTICALS INC,anthera pharmaceuticals
7 Days Group Holdings Ltd,days
CONCORD MEDICAL SVCS HLDGS LTD,concord medical svcs hldgs
ELLINGTON FINANCIAL INC,ellington financial
CALIX INC,calix
CHINA NUOKANG BIO PHARM INC,china nuokang bio pharm
SELIGMAN PREMIUM TECH GROWTH FD,seligman premium tech growth fd
COLUMBIA SELIG PREM TECH GR FD,columbia selig prem tech gr fd
WESTERN ASSET GL CP DEF OP FD IN,western asset gl cp def op fd in
WESTERN ASSET GL CP OPP FUND INC,western asset gl cp opp
Vanguard S&P Mid-Cap 400 Growth ETF,vanguard sp midcap growth
NUVEEN MORTGAGE OPP TERM FD,nuveen mortgage opp term fd
VanEck Vectors Poland ETF,vaneck vectors poland
Telegent Systems Inc,telegent systems
VANGUARD ADMIRAL FUNDS INC,vanguard admiral funds
SENSATA TECHNOLOGIES HOLDING PLC,sensata technologies
CORMEDIX INC,cormedix
CHESAPEAKE LODGING TRUST,chesapeake lodging trust
N2OFF Inc,noff
AVEO Pharmaceuticals Inc,aveo pharmaceuticals
iShares 10 Plus Year Investment Grade Corporate Bond ETF,ishares plus year investment grade corporate
iShares Core 10 Year USD Bond ETF,ishares core year usd
FaithShares Catholic Values Fund,faithshares catholic values
Exchange Traded Concepts Trust,exchange traded concepts trust
FaithShares Methodist Values Fund,faithshares methodist values
Goodman Global Group Inc,goodman global
Energy XXI Gulf Coast Inc,energy xxi gulf coast
TELENAV INC,telenav
FINANCIAL ENGINES INC,financial engines
China Hydroelectric Corp,china hydroelectric
CENTERLINE HOLDING CO,centerline
CHINA HYDROELECTRIC CORP CI,china hydroelectric ci
FaithShares Baptist Values Fund,faithshares baptist values
FaithShares Lutheran Values Fund,faithshares lutheran values
Pioneer Power Solutions Inc,pioneer power solutions
SPDR Series Trust - SPDR Portfolio Short Term Corporate Bond ETF,spdr series trust spdr portfolio short term corporate
BLINK CHARGING CO,blink charging
Meru Networks Inc,meru networks
REACHLOCAL INC,reachlocal
KINGOLD JEWELRY INC,kingold jewelry
ClearPoint Neuro Inc,clearpoint neuro
WisdomTree Europe Hedged Equity Fund,wisdomtree europe hedged equity
ABERDEEN STD PLATINUM ETF TR,aberdeen std platinum tr
ABRDN PLATINUM ETF TRUST,abrdn platinum trust
ABERDEEN STD PALLADIUM ETF TRUST,aberdeen std palladium trust
ABRDN PALLADIUM ETF TRUST,abrdn palladium trust
VUZIX CORP,vuzix
TRIUS THERAPEUTICS INC,trius therapeutics
ATHENS BANCSHARES CORP,athens bancshares
iShares iBonds Sep 2015 AMT-Free Muni Bond ETF,ishares ibonds sep amtfree muni
iShares iBonds Sep 2016 Term Muni Bond ETF,ishares ibonds sep term muni
NATIONAL AMERICAN UNIV HLDGS INC,national american univ hldgs
DAQO NEW ENERGY CORP,daqo new energy
CURRENCYSHARES SINGAPORE DLR TR,currencyshares singapore dlr tr
INVESCO CURRENCYSHARES SG DLR TR,invesco currencyshares sg dlr tr
FIRST INTERSTATE BANCSYSTEM INC,first interstate bancsystem
OMNIAMERICAN BANCORP INC,omniamerican bancorp
JINKOSOLAR HOLDING CO LTD,jinkosolar
EVERYDAY HEALTH INC,everyday health
CONVIO INC,convio
FEDERATED ENHANCED TRE INC FD,federated enhanced tre fd
VOYA INFRAS INDUS & MATRLS FD,voya infras indus matrls fd
Apollo Global Management Inc,apollo global management
APOLLO GLOBAL MANAGEMENT LLC,apollo global management llc
APOLLO GLOBAL MANAGEMENT INC NEW,apollo global management new
IRONWOOD PHARMACEUTICALS INC,ironwood pharmaceuticals
DOUGLAS DYNAMICS INC,douglas dynamics
QUINSTREET INC,quinstreet
SOLAR CAPITAL LTD,solar capital
Access Midstream Partners LP,access midstream partners lp
VanEck Egypt Index ETF,vaneck egypt index
Beam Global,beam global
Scorpio Tankers Inc,scorpio tankers
WESTERN ASSET MOR DEF OPP FD INC,western asset mor def opp fd
WESTERN ASSET MOR OPP FD INC,western asset mor opp fd
NUVEEN MORTGAGE OPP TM FD 2,nuveen mortgage opp tm fd
EGShares Brazil Infrastructure ETF,egshares brazil infrastructure
Sprott Physical Gold Trust,sprott physical gold trust
GREEN DOT CORP,green dot
Chord Energy Corp,chord energy
EXCEL TRUST INC,excel trust
CHINA LODGING GROUP LTD,china lodging
HUAZHU GROUP LTD,huazhu
AMPIO PHARMACEUTICALS INC,ampio pharmaceuticals
CRICUT INC,cricut
Nationstar Mortgage Holdings Inc,nationstar mortgage
First Trust Indxx Global Natural Resources Income ETF,first trust indxx global natural resources income
Freescale Semiconductor Ltd,freescale semiconductor
First Trust Indxx Global Agriculture ETF,first trust indxx global agriculture
EXTORRE GOLD MINES LTD,extorre gold mines
IndexIQ Australia Small Cap ETF,indexiq australia small cap
GENMARK DIAGNOSTICS INC,genmark diagnostics
TROOPS Inc,troops
MAXLINEAR INC,maxlinear
ENVESTNET INC,envestnet
Qlik Technologies Inc,qlik technologies
NOVA LIFESTYLE INC,nova lifestyle
SAJAN INC,sajan
ALPHA & OMEGA SEMICONDUCTOR LTD,alpha omega semiconductor
OLD MUTUAL GLOBAL SHARES TRUST,old mutual global trust
Invesco S&P SmallCap Materials ETF,invesco sp smallcap materials
Invesco S&P SmallCap Energy ETF,invesco sp smallcap energy
Invesco S&P SmallCap Financials ETF,invesco sp smallcap financials
Invesco S&P SmallCap Industrials ETF,invesco sp smallcap industrials
Invesco S&P SmallCap Information Technology ETF,invesco sp smallcap information technology
Invesco S&P SmallCap Consumer Staples ETF,invesco sp smallcap consumer staples
Invesco S&P SmallCap Utilities & Communication Services ETF,invesco sp smallcap utilities communication services
Invesco S&P SmallCap Health Care ETF,invesco sp smallcap health care
Invesco S&P SmallCap Consumer Discretionary ETF,invesco sp smallcap consumer discretionary
China Redstone Group Inc,china redstone
KIPS BAY MEDICAL INC,kips bay medical
CHARM COMMUNICATIONS INC,charm communications
REALD INC,reald
INTRALINKS HOLDINGS INC,intralinks
CHINA SHENGDA PACKAGING GRP INC,china shengda packaging grp
CHATHAM LODGING TRUST,chatham lodging trust
Corpay Inc,corpay
NEOPHOTONICS CORP,neophotonics
TANGOE INC,tangoe
First Eagle Alternative Capital BDC Inc,first eagle alternative capital bdc
QUAD GRAPHICS INC,quad graphics
NUVEEN BUILD AMERICA BOND FUND,nuveen build america
NUVEEN TAXABLE MUNICIPAL INC FD,nuveen taxable municipal fd
REALPAGE INC,realpage
Legacy Healthcare Properties Trust Inc,legacy healthcare properties trust
LORUS THERAPEUTICS INC NEW,lorus therapeutics new
TMS International Corp,tms international
TIBET PHARMACEUTICALS INC,tibet pharmaceuticals
First American Financial Corp,first american financial
FIRST AMERICAN FINL CORP NEW,first american finl new
TRICON RESIDENTIAL INC,tricon residential
PAX WORLD FUNDS TRUST II,pax world funds trust ii
WORKHORSE GROUP INC,workhorse
FURIEX PHARMACEUTICALS INC,furiex pharmaceuticals
Voltari Corp,voltari
TESLA MOTORS INC,tesla motors
TESLA INC,tesla
KEYUAN PETROCHEMICALS INC,keyuan petrochemicals
HUDSON PACIFIC PROPERTIES INC,hudson pacific properties
TAHOE RESOURCES INC,tahoe resources
QUIPT HOME MEDICAL CORP,quipt home medical
Inphi Corp,inphi
AUTONAVI HOLDINGS LTD,autonavi
GOLD STANDARD VENTURES CORP,gold standard ventures
STANDARD FINANCIAL CORP MD,standard financial md
KEYW HOLDING CORP,keyw
Pactera Technology International Ltd,pactera technology international
PACIFICNET INC,pacificnet
ELECTROMED INC,electromed
AMERESCO INC,ameresco
VanEck China Growth Leaders ETF,vaneck china growth leaders
VISHAY PRECISION GROUP INC,vishay precision
CLEARBRIDGE ENERGY MLP FUND INC,clearbridge energy mlp
CLEARBRIDGE MLP & MIDSTR FD INC,clearbridge mlp midstr fd
EATON VANCE TAX AD BD & OP ST FD,eaton vance tax ad bd op st fd
EATON VANCE TAX MAN BUY WR ST FD,eaton vance tax man buy wr st fd
Affinia Group Holdings Inc,affinia
Tier REIT Inc,tier reit
CAMELOT INFORMATION SYSTEMS INC,camelot information systems
Bravo Brio Restaurant Group Inc,bravo brio restaurant
SOW GOOD INC,sow good
XTANT MEDICAL HOLDINGS INC,xtant medical
VERA BRADLEY INC,vera bradley
PEOPLES FEDERAL BANCSHARES INC,peoples federal bancshares
AdvisorShares Accuvest Global Long Short ETF,advisorshares accuvest global long short
AMBOW EDUCATION HOLDING LTD,ambow education
MagicJack VocalTec Ltd,magicjack vocaltec
NETSPEND HOLDINGS INC,netspend
FAIRMOUNT SANTROL HOLDINGS INC,fairmount santrol
Assembly Biosciences Inc,assembly biosciences
Stars Group Inc,stars
CHINA KANGHUI HOLDINGS,china kanghui
TORTOISE MIDSTREAM ENERGY FD INC,tortoise midstream energy fd
SWIFT TRANSPORTATION CO,swift transportation
MAKEMYTRIP LTD,makemytrip
ENSERVCO CORP,enservco
Pacific Biosciences of California Inc,pacific biosciences of california
Pinnacle Foods Inc,pinnacle foods
Whitestone REIT,whitestone reit
STAG Industrial Inc,stag industrial
GLOBAL BRASS & COPPER HLDGS INC,global brass copper hldgs
PREFERRED APARTMENT CMNTYS INC,preferred apartment cmntys
OSSEN INNOVATION CO LTD,ossen innovation
HORIZON PHARMA INC,horizon pharma
HORIZON THERAPEUTICS PLC,horizon therapeutics
DIAMOND RESORTS INTL INC,diamond resorts intl
WALKER & DUNLOP INC,walker dunlop
Clarus Corp,clarus
EVERTEC INC,evertec
SEMILEDS CORP,semileds
SUMMIT HOTEL PROPERTIES INC,summit hotel properties
PACIFIC BIOSCIENCES CALIF INC,pacific biosciences calif
ENDOCYTE INC,endocyte
VanEck India Growth Leaders ETF,vaneck india growth leaders
ARIS MINING CORP,aris mining
CORVUS GOLD INC,corvus gold
Velocity Commercial Capital Inc,velocity commercial capital
FULL CIRCLE CAPITAL CORP,full circle capital
First Trust High Income Long/Short Fund,first trust high income longshort
FIRST TRUST HIGH INC LNG SHRT FD,first trust high lng shrt fd
ALLIQUA INC,alliqua
ALLIQUA BIOMEDICAL INC,alliqua biomedical
Global Brokerage Inc,global brokerage
COUNTRY STYLE CKG RST CHN CO LTD,country style ckg rst chn
CHINA MING YANG WIND PWR GRP LTD,china ming yang wind pwr grp
TARGA RESOURCES CORP,targa resources
AMERICAN ASSETS TRUST INC,american assets trust
GUGGENHEIM BLD AM BDS MGD DUR TR,guggenheim bld am bds mgd dur tr
OCONEE FEDERAL FINANCIAL CORP,oconee federal financial
GLOBAL EDUCATION & TECH GRP LTD,global education tech grp
EXAMWORKS GROUP INC,examworks
CORNERSTONE ONDEMAND INC,cornerstone ondemand
NEW MOUNTAIN FINANCE CORP,new mountain finance
NEUROTROPE INC,neurotrope
WESTERN ASSET HIGH YLD DEF OP FD,western asset high yld def op fd
Nuveen Diversified Commodity Fund,nuveen diversified commodity
NUVEEN DIVERSIFIED COMMODITY FD,nuveen diversified commodity fd
Sabra Health Care REIT Inc,sabra health care reit
SABRA HEALTHCARE REIT INC,sabra healthcare reit
CAZADOR ACQUISITION CORP LTD,cazador acquisition
SHANGPHARMA CORP,shangpharma
ATOSSA GENETICS INC,atossa genetics
ATOSSA THERAPEUTICS INC,atossa therapeutics
Dialogic Inc,dialogic
MECOX LANE LTD,mecox lane
PERSHING GOLD CORP,pershing gold
LE GAGA HOLDINGS LTD,le gaga
SPRINGLEAF HOLDINGS INC,springleaf
LEAF GROUP LTD,leaf
XUEDA EDUCATION GROUP,xueda education
TAL Education Group,tal education
TAL INTERNATIONAL GROUP INC,tal international
SODASTREAM INTERNATIONAL LTD,sodastream international
COSTAMARE INC,costamare
ETFS PRECIOUS METALS BASKET TR,etfs precious metals basket tr
ABERDEEN STD PREC MET BSK ETF TR,aberdeen std prec met bsk tr
ABRDN PRECIOUS MTLS BSKT ETF TR,abrdn precious mtls bskt tr
NOAH HOLDINGS LTD,noah
Howard Hughes Holdings Inc,howard hughes
INTERNET HOLDRS TRUST,internet holdrs trust
SPROTT PHYSICAL SILVER TRUST,sprott physical silver trust
HORIZON TECHNOLOGY FINANCE CORP,horizon technology finance
BANKUNITED INC,bankunited
PACIRA PHARMACEUTICALS INC,pacira pharmaceuticals
PACIRA BIOSCIENCES INC,pacira biosciences
BITAUTO HOLDINGS LTD,bitauto
SYSWIN INC,syswin
SPDR Portfolio Corporate Bond ETF,spdr portfolio corporate
BOOZ ALLEN HAMILTON HOLDING CORP,booz allen hamilton
TUDOU HOLDINGS LTD,tudou
PRESIDIO INC,presidio
SPDR Nuveen ICE High Yield Municipal Bond ETF,spdr nuveen ice high yield municipal
Talphera Inc,talphera
YOUKU COM INC,youku com
YOUKU INC,youku
YOUKU TUDOU INC,youku tudou
VOC Energy Trust,voc energy trust
RIGNET INC,rignet
BONA FILM GROUP LTD,bona film
PEREGRINE SEMICONDUCTOR CORP,peregrine semiconductor
SKY MOBI LTD,sky mobi
TRANZYME INC,tranzyme
Torchlight Energy Resources Inc,torchlight energy resources
NUVEEN BUILD AMERICA BOND OPP FD,nuveen build america opp fd
KAYNE ANDERSON MDSTM ENGY FD INC,kayne anderson mdstm engy fd
KAYNE ANDERSON NEXT EN & INF INC,kayne anderson next en inf
COHEN & STEERS SLT PFD & INC FD,cohen steers slt pfd fd
HICKS ACQUISITION CO II INC,hicks acquisition ii
ISOFTSTONE HOLDINGS LTD,isoftstone
SAGENT PHARMACEUTICALS INC,sagent pharmaceuticals
Invesco S&P SmallCap 600 Equal Weight ETF,invesco sp smallcap equal weight
Invesco S&P MidCap 400 GARP ETF,invesco sp midcap garp
REVEN HOUSING REIT INC,reven housing reit
FRANKLIN FINANCIAL CORP VA,franklin financial va
CONTANGO ORE INC,contango ore
SERVICESOURCE INTERNATIONAL INC,servicesource international
Pretium Resources Inc,pretium resources
STONE HARBOR EMERG MKTS INC FD,stone harbor emerg mkts fd
VIRTUS STONE HARBOR EM MA IN FD,virtus stone harbor em ma in fd
ZENTEK LTD,zentek
JetPay Corp,jetpay
SUPERNUS PHARMACEUTICALS INC,supernus pharmaceuticals
GLOBAL WATER RESOURCES INC,global water resources
Performance Shipping Inc,performance shipping
ANDEAVOR LOGISTICS LP,andeavor logistics lp
WisdomTree Managed Futures Strategy Fund,wisdomtree managed futures strategy
KOSMOS ENERGY LTD,kosmos energy
KOSMOS ENERGY LTD DE,kosmos energy de
RPX Corp,rpx
AIR LEASE CORP,air lease
PHENIXFIN CORP,phenixfin
BOINGO WIRELESS INC,boingo wireless
OXFORD LANE CAPITAL CORP,oxford lane capital
WOLVERINE BANCORP INC,wolverine bancorp
Huntington Ingalls Industries Inc,huntington ingalls industries
HUNTINGTON INGALLS INDS INC,huntington ingalls inds
AVENUE INCOME CREDIT STRATS FD,avenue income credit strats fd
ABERDEEN INCOME CREDIT STRATS FD,aberdeen income credit strats fd
ABRDN INCOME CREDIT STRATS FUND,abrdn income credit strats
BLACKSTONE GSO LG SHT CR INC FD,blackstone gso lg sht cr fd
BLACKSTONE LG SHT CR INC FD,blackstone lg sht cr fd
GABELLI NATURAL RES GLD & INC TR,gabelli natural res gld tr
GAMCO NATURAL RES GOLD & INC TR,gamco natural res gold tr
VANGUARD STAR FUNDS,vanguard star funds
LINKEDIN CORP,linkedin
SKULLCANDY INC,skullcandy
TRUNKBOW INTERNATIONAL HLDGS LTD,trunkbow international hldgs
THERMON GROUP HOLDINGS INC,thermon
RLJ Lodging Trust,rlj lodging trust
Gevo Inc,gevo
United Parks & Resorts Inc,united parks resorts
RESPONSYS INC,responsys
KAYAK SOFTWARE CORP,kayak software
POAGE BANKSHARES INC,poage bankshares
PROSPECT GLOBAL RESOURCES INC,prospect global resources
PANDORA MEDIA INC,pandora media
First Trust Indxx NextG ETF,first trust indxx nextg
PRAIRIE OPERATING CO,prairie operating
APOLLO SENIOR FLTG RATE FUND INC,apollo senior fltg rate
NEWLINK GENETICS CORP,newlink genetics
AG Mortgage Investment Trust Inc,mortgage investment trust
Fusion-io Inc,fusionio
QIHOO 360 TECHNOLOGY CO LTD,qihoo technology
APOLLO RESIDENTIAL MORTGAGE INC,apollo residential mortgage
ARES COMMERCIAL REAL ESTATE CORP,ares commercial real estate
INTERCLOUD SYSTEMS INC,intercloud systems
SUNCOKE ENERGY INC,suncoke energy
VEREIT Inc,vereit
ARCOS DORADOS HOLDINGS INC,arcos dorados
Focus Morningstar US Market Index ETF,focus morningstar us market index
Focus Morningstar Mid Cap Index ETF,focus morningstar mid cap index
